"","NAME","SIZE","MILK","SERVING_SIZE_ml","CALORIES","TOTAL_FAT_g","SATURATED_FAT_g","TRANS_FAT_g","CHOLESTEROL_mg","SODIUM_mg","TOTAL_CARB_g","DIETARY_FIBER_g","SUGAR_g","PROTEIN_g","CALCIUM_mg","CALCIUM_pcdv","IRON_mg","IRON_pcdv","CAFFEINE_mg"
"194","Iced Cappuccino with Whole Milk and Sugar ","Medium","Whole","709",220,6,3.5,0,20,100,36,0,35,6,219,0.17,0,0,166
"195","Iced Cappuccino with Whole Milk and Sugar ","Small","Whole","354",150,4,2.5,0,10,65,24,0,23,4,147,0.11,0,0,118
"196","Mocha Swirl Iced Cappuccino with Skim Milk ","Large","Nonfat","946",300,1,0.5,0,5,160,64,2,58,10,327,0.25,2,0.11,252
"197","Mocha Swirl Iced Cappuccino with Skim Milk ","Medium","Nonfat","709",220,1,0.5,0,5,115,48,2,43,7,244,0.19,1,0.06,166
"198","Mocha Swirl Iced Cappuccino with Skim Milk ","Small","Nonfat","354",150,0.5,0,0,0,80,32,1,29,5,164,0.13,1,0.06,118
"199","Mocha Swirl Iced Cappuccino with Whole Milk ","Large","Whole","946",360,9,5,0,25,160,63,2,57,9,304,0.23,2,0.11,252
"200","Mocha Swirl Iced Cappuccino with Whole Milk ","Medium","Whole","709",270,7,4,0,20,120,48,2,43,7,227,0.17,1,0.06,166
"201","Mocha Swirl Iced Cappuccino with Whole Milk ","Small","Whole","354",180,4.5,2.5,0,10,80,32,1,29,5,152,0.12,1,0.06,118
"202","Iced Americano ","Large",NA,"946",10,0,0,0,0,40,2,0,0,0,25,0.02,0,0,371
"203","Iced Americano ","Medium",NA,"709",10,0,0,0,0,30,2,0,0,0,18,0.01,0,0,284
"204","Iced Americano ","Small",NA,"354",5,0,0,0,0,25,1,0,0,0,13,0.01,0,0,237
"205","Caramel Swirl Iced Cappuccino with Skim Milk ","Large","Nonfat","946",310,0,0,0,10,200,65,0,63,11,419,0.32,0,0,252
"206","Caramel Swirl Iced Cappuccino with Skim Milk ","Medium","Nonfat","709",230,0,0,0,5,150,49,0,47,8,314,0.24,0,0,166
"207","Caramel Swirl Iced Cappuccino with Skim Milk ","Small","Nonfat","354",160,0,0,0,5,100,33,0,32,6,210,0.16,0,0,118
"208","Caramel Swirl Iced Cappuccino with Whole Milk ","Large","Whole","946",380,8,4.5,0,30,200,65,0,63,11,396,0.3,0,0,252
"209","Caramel Swirl Iced Cappuccino with Whole Milk ","Medium","Whole","709",280,6,3.5,0,20,150,48,0,47,8,296,0.23,0,0,166
"210","Caramel Swirl Iced Cappuccino with Whole Milk ","Small","Whole","354",190,4,2.5,0,15,100,32,0,31,5,198,0.15,0,0,118
"211","Caramel Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,190,66,0,63,11,404,0.31,0,0,371
"212","Caramel Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",240,0,0,0,5,140,49,0,47,8,303,0.23,0,0,284
"213","Caramel Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,95,33,0,32,6,203,0.16,0,0,237
"214","Caramel Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,190,65,0,63,11,381,0.29,0,0,371
"215","Caramel Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",290,6,3.5,0,20,140,49,0,47,8,286,0.22,0,0,284
"216","Caramel Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,31,5,191,0.15,0,0,237
"217","French Vanilla Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,61,11,385,0.3,0,0,371
"218","French Vanilla Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,46,8,289,0.22,0,0,284
"219","French Vanilla Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,30,5,193,0.15,0,0,237
"220","French Vanilla Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,60,10,362,0.28,0,0,371
"221","French Vanilla Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,49,0,45,8,272,0.21,0,0,284
"222","French Vanilla Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,30,5,181,0.14,0,0,237
"223","Hazelnut Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,61,11,385,0.3,0,0,371
"224","Hazelnut Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,46,8,289,0.22,0,0,284
"225","Hazelnut Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,30,5,193,0.15,0,0,237
"226","Hazelnut Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,60,10,362,0.28,0,0,371
"227","Hazelnut Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,49,0,45,8,272,0.21,0,0,284
"228","Hazelnut Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,30,5,181,0.14,0,0,237
"229","Hot Macchiato with Skim Milk ","Large","Nonfat","591",90,0,0,0,5,120,14,0,12,8,301,0.23,0,0,371
"230","Hot Macchiato with Skim Milk ","Medium","Nonfat","414",70,0,0,0,5,90,11,0,9,6,226,0.17,0,0,284
"231","Hot Macchiato with Skim Milk ","Small","Nonfat","295",50,0,0,0,0,65,7,0,6,4,151,0.12,0,0,237
"232","Hot Macchiato with Skim Milk and Sugar ","Large","Nonfat","591",230,0,0,0,5,120,49,0,47,8,301,0.23,0,0,371
"233","Hot Macchiato with Skim Milk and Sugar ","Medium","Nonfat","414",170,0,0,0,5,90,37,0,35,6,226,0.17,0,0,284
"234","Hot Macchiato with Skim Milk and Sugar ","Small","Nonfat","295",120,0,0,0,0,65,25,0,23,4,151,0.12,0,0,237
"235","Hot Macchiato with Whole Milk ","Large","Whole","591",160,8,4.5,0,25,120,14,0,12,8,278,0.21,0,0,371
"236","Hot Macchiato with Whole Milk ","Medium","Whole","414",120,6,3.5,0,20,90,10,0,9,6,209,0.16,0,0,284
"237","Hot Macchiato with Whole Milk ","Small","Whole","295",80,4,2.5,0,10,65,7,0,6,4,139,0.11,0,0,237
"238","Hot Macchiato with Whole Milk and Sugar ","Large","Whole","591",290,8,4.5,0,25,120,49,0,46,8,278,0.21,0,0,371
"239","Hot Macchiato with Whole Milk and Sugar ","Medium","Whole","414",220,6,3.5,0,20,90,37,0,35,6,209,0.16,0,0,284
"240","Hot Macchiato with Whole Milk and Sugar ","Small","Whole","295",150,4,2.5,0,10,65,25,0,23,4,140,0.11,0,0,237
"241","Mocha Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",300,1,0.5,0,5,150,65,2,58,10,312,0.24,2,0.11,371
"242","Mocha Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,1,0.5,0,5,110,49,2,43,7,234,0.18,2,0.11,284
"243","Mocha Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",150,0.5,0,0,0,75,33,1,29,5,156,0.12,1,0.06,237
"244","Mocha Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",370,9,5,0,25,150,64,2,57,9,289,0.22,2,0.11,371
"245","Mocha Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,7,4,0,20,115,48,2,43,7,217,0.17,2,0.11,284
"246","Mocha Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",180,4.5,2.5,0,10,80,32,1,29,5,145,0.11,1,0.06,237
"247","Caramel Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,230,71,0,69,15,553,0.43,0,0,252
"248","Caramel Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,52,11,415,0.32,0,0,166
"249","Caramel Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",180,0,0,0,5,115,36,0,35,8,276,0.21,0,0,118
"250","Caramel Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,240,70,0,69,14,518,0.4,0,0,252
"251","Caramel Swirl Hot Latte with Whole Milk ","Medium","Whole","414",340,9,5,0,30,180,53,0,52,11,389,0.3,0,0,166
"252","Caramel Swirl Hot Latte with Whole Milk ","Small","Whole","295",230,6,3.5,0,20,120,35,0,34,7,259,0.2,0,0,118
"253","French Vanilla Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,220,71,0,67,15,534,0.41,0,0,252
"254","French Vanilla Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,50,11,400,0.31,0,0,166
"255","French Vanilla Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0,0,0,5,110,35,0,33,7,267,0.21,0,0,118
"256","French Vanilla Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,230,70,0,66,14,499,0.38,0,0,252
"257","French Vanilla Swirl Hot Latte with Whole Milk ","Medium","Whole","414",330,9,5,0,30,170,52,0,50,11,374,0.29,0,0,166
"258","French Vanilla Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,115,35,0,33,7,250,0.19,0,0,118
"259","Hazelnut Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,220,71,0,67,15,534,0.41,0,0,252
"260","Hazelnut Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,50,11,400,0.31,0,0,166
"261","Hazelnut Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0,0,0,5,110,35,0,33,7,267,0.21,0,0,118
"262","Hazelnut Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,230,70,0,66,14,499,0.38,0,0,252
"263","Hazelnut Swirl Hot Latte with Whole Milk ","Medium","Whole","414",340,9,5,0,30,170,53,0,50,11,374,0.29,0,0,166
"264","Hazelnut Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,115,35,0,33,7,250,0.19,0,0,118
"265","Hot Latte with AlmondMilk ","Large","Almond","591",130,3.5,0,0,0,240,23,1,20,2,699,0.54,1,0.06,252
"266","Hot Latte with AlmondMilk ","Medium","Almond","414",100,3,0,0,0,180,17,1,15,1,525,0.4,1,0.06,166
"267","Hot Latte with AlmondMilk ","Small","Almond","295",70,2,0,0,0,120,11,0,10,1,350,0.27,1,0.06,118
"268","Hot Latte with Skim Milk ","Large","Nonfat","591",130,0,0,0,5,170,20,0,18,12,450,0.35,0,0,252
"269","Hot Latte with Skim Milk ","Medium","Nonfat","414",100,0,0,0,5,125,15,0,14,9,337,0.26,0,0,166
"270","Hot Latte with Skim Milk ","Small","Nonfat","295",70,0,0,0,5,85,10,0,9,6,225,0.17,0,0,118
"271","Hot Latte with Skim Milk and Sugar ","Large","Nonfat","591",270,0,0,0,5,170,54,0,53,12,450,0.35,0,0,252
"272","Hot Latte with Skim Milk and Sugar ","Medium","Nonfat","414",200,0,0,0,5,125,41,0,40,9,337,0.26,0,0,166
"273","Hot Latte with Skim Milk and Sugar ","Small","Nonfat","295",130,0,0,0,5,85,27,0,26,6,225,0.17,0,0,118
"274","Hot Latte with Whole Milk ","Large","Whole","591",230,12,7,0,35,170,19,0,18,12,415,0.32,0,0,252
"275","Hot Latte with Whole Milk ","Medium","Whole","414",170,9,5,0,25,125,14,0,13,9,311,0.24,0,0,166
"276","Hot Latte with Whole Milk ","Small","Whole","295",120,6,3.5,0,20,85,9,0,9,6,208,0.16,0,0,118
"277","Hot Latte with Whole Milk and Sugar ","Large","Whole","591",370,12,7,0,35,170,54,0,52,12,416,0.32,0,0,252
"278","Hot Latte with Whole Milk and Sugar ","Medium","Whole","414",270,9,5,0,25,125,40,0,39,9,312,0.24,0,0,166
"279","Hot Latte with Whole Milk and Sugar ","Small","Whole","295",180,6,3.5,0,20,85,27,0,26,6,208,0.16,0,0,118
"280","Mocha Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",340,1,0.5,0,5,200,70,2,64,14,460,0.35,2,0.11,252
"281","Mocha Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",250,1,0.5,0,5,150,52,2,48,10,345,0.27,1,0.06,166
"282","Mocha Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0.5,0,0,5,100,35,1,32,7,230,0.18,1,0.06,118
"283","Mocha Swirl Hot Latte with Whole Milk ","Large","Whole","591",440,13,7,0,35,200,69,2,63,13,426,0.33,2,0.11,252
"284","Mocha Swirl Hot Latte with Whole Milk ","Medium","Whole","414",330,10,6,0,25,150,52,2,47,10,319,0.25,1,0.06,166
"285","Mocha Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,100,35,1,32,7,213,0.16,1,0.06,118
"286","Signature Caramel Craze Hot Latte with Skim Milk ","Large","Nonfat","591",440,6,3.5,0,30,240,80,0,75,16,576,0.44,0,0,252
"287","Signature Caramel Craze Hot Latte with Skim Milk ","Medium","Nonfat","414",340,5,3,0,25,180,61,0,57,12,436,0.34,0,0,166
"288","Signature Caramel Craze Hot Latte with Skim Milk ","Small","Nonfat","295",250,5,3,0,20,125,43,0,40,8,298,0.23,0,0,118
"289","Signature Caramel Craze Hot Latte with Whole Milk ","Large","Whole","591",530,17,10,0.5,60,250,79,0,74,15,542,0.42,0,0,252
"290","Signature Caramel Craze Hot Latte with Whole Milk ","Medium","Whole","414",410,14,8,0,45,190,61,0,57,11,410,0.32,0,0,166
"291","Signature Caramel Craze Hot Latte with Whole Milk ","Small","Whole","295",300,11,6,0,35,130,43,0,39,8,281,0.22,0,0,118
"292","Signature Cocoa Mocha Hot Latte with Skim Milk ","Large","Nonfat","591",420,6,4,0,25,210,79,2,69,15,480,0.37,2,0.11,252
"293","Signature Cocoa Mocha Hot Latte with Skim Milk ","Medium","Nonfat","414",330,6,3.5,0,20,160,61,2,53,11,363,0.28,2,0.11,166
"294","Signature Cocoa Mocha Hot Latte with Skim Milk ","Small","Nonfat","295",250,5,3.5,0,20,110,43,1,37,8,248,0.19,1,0.06,118
"295","Signature Cocoa Mocha Hot Latte with Whole Milk ","Large","Whole","591",520,18,11,0.5,55,210,78,2,68,14,445,0.34,2,0.11,252
"296","Signature Cocoa Mocha Hot Latte with Whole Milk ","Medium","Whole","414",400,14,9,0,45,160,60,2,52,10,337,0.26,2,0.11,166
"297","Signature Cocoa Mocha Hot Latte with Whole Milk ","Small","Whole","295",300,11,7,0,35,110,43,1,36,7,230,0.18,1,0.06,118
"298","Caramel Swirl Hot Coffee with Black ","Large",NA,"591",230,0,0,0,5,75,52,0,51,3,113,0.09,0,0,300
"299","Caramel Swirl Hot Coffee with Black ","Medium",NA,"414",170,0,0,0,5,60,39,0,38,3,85,0.07,0,0,210
"300","Caramel Swirl Hot Coffee with Black ","Small",NA,"295",110,0,0,0,0,40,26,0,26,2,57,0.04,0,0,150
"301","Caramel Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,120,53,0,53,5,167,0.13,0,0,300
"302","Caramel Swirl Hot Coffee with Cream ","Medium","Cream","414",260,9,4.5,0,30,90,40,0,40,4,126,0.1,0,0,210
"303","Caramel Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,60,27,0,26,3,84,0.06,0,0,150
"304","French Vanilla Swirl Hot Coffee ","Large",NA,"591",220,0,0,0,5,70,51,0,49,3,93,0.07,0,0,300
"305","French Vanilla Swirl Hot Coffee ","Medium",NA,"414",170,0,0,0,5,50,38,0,37,2,71,0.05,0,0,210
"306","French Vanilla Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,35,26,0,24,2,48,0.04,0,0,150
"307","French Vanilla Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,110,53,0,50,5,147,0.11,0,0,300
"308","French Vanilla Swirl Hot Coffee with Cream ","Medium","Cream","414",250,9,4.5,0,30,85,40,0,38,4,111,0.09,0,0,210
"309","French Vanilla Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,55,26,0,25,2,75,0.06,0,0,150
"310","Hazelnut Swirl Hot Coffee ","Large",NA,"591",220,0,0,0,5,70,51,0,49,3,93,0.07,0,0,300
"311","Hazelnut Swirl Hot Coffee ","Medium",NA,"414",170,0,0,0,5,50,38,0,37,2,71,0.05,0,0,210
"312","Hazelnut Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,35,26,0,24,2,48,0.04,0,0,150
"313","Hazelnut Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,110,53,0,50,5,147,0.11,0,0,300
"314","Hazelnut Swirl Hot Coffee with Cream ","Medium","Cream","414",250,9,4.5,0,30,85,40,0,38,4,111,0.09,0,0,210
"315","Hazelnut Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,55,27,0,25,2,75,0.06,0,0,150
"316","Hot Coffee ","Large",NA,"591",5,0,0,0,0,10,0,0,0,1,11,0.01,0,0,300
"317","Hot Coffee ","Medium",NA,"414",5,0,0,0,0,10,0,0,0,1,8,0.01,0,0,210
"318","Hot Coffee ","Small",NA,"295",5,0,0,0,0,5,0,0,0,0,6,0,0,0,150
"319","Hot Coffee with AlmondMilk ","Large","Almond","591",35,1,0,0,0,65,5,0,5,1,183,0.14,0,0,300
"320","Hot Coffee with AlmondMilk ","Medium","Almond","414",25,0.5,0,0,0,45,4,0,3,1,123,0.09,0,0,210
"321","Hot Coffee with AlmondMilk ","Small","Almond","295",15,0,0,0,0,25,2,0,2,0,63,0.05,0,0,150
"322","Hot Coffee with Cream ","Large","Cream","591",120,12,6,0,35,55,2,0,2,2,64,0.05,0,0,300
"323","Hot Coffee with Cream ","Medium","Cream","414",90,9,4.5,0,25,40,1,0,1,2,49,0.04,0,0,210
"324","Hot Coffee with Cream ","Small","Cream","295",60,6,3,0,20,30,1,0,1,1,33,0.03,0,0,150
"325","Hot Coffee with Cream and Sugar ","Large","Cream","591",260,12,6,0,35,55,37,0,36,2,65,0.05,0,0,300
"326","Hot Coffee with Cream and Sugar ","Medium","Cream","414",190,9,4.5,0,25,40,27,0,27,2,49,0.04,0,0,210
"327","Hot Coffee with Cream and Sugar ","Small","Cream","295",130,6,3,0,20,30,18,0,18,1,34,0.03,0,0,150
"328","Hot Coffee with Skim Milk ","Large","Nonfat","591",25,0,0,0,0,35,3,0,3,3,84,0.06,0,0,300
"329","Hot Coffee with Skim Milk ","Medium","Nonfat","414",20,0,0,0,0,25,2,0,2,2,64,0.05,0,0,210
"330","Hot Coffee with Skim Milk ","Small","Nonfat","295",15,0,0,0,0,20,2,0,2,1,43,0.03,0,0,150
"331","Hot Coffee with Skim Milk and Sugar ","Large","Nonfat","591",160,0,0,0,0,35,38,0,38,3,85,0.07,0,0,300
"332","Hot Coffee with Skim Milk and Sugar ","Medium","Nonfat","414",120,0,0,0,0,25,28,0,28,2,64,0.05,0,0,210
"333","Hot Coffee with Skim Milk and Sugar ","Small","Nonfat","295",80,0,0,0,0,20,19,0,19,1,43,0.03,0,0,150
"334","Hot Coffee with Sugar ","Large",NA,"591",140,0,0,0,0,10,35,0,35,1,11,0.01,0,0,300
"335","Hot Coffee with Sugar ","Medium",NA,"414",110,0,0,0,0,10,26,0,26,1,9,0.01,0,0,210
"336","Hot Coffee with Sugar ","Small",NA,"295",70,0,0,0,0,5,17,0,17,0,7,0.01,0,0,150
"337","Hot Coffee with Whole Milk ","Large","Whole","591",40,2,1,0,5,35,3,0,3,2,78,0.06,0,0,300
"338","Hot Coffee with Whole Milk ","Medium","Whole","414",30,1.5,1,0,5,25,2,0,2,2,59,0.05,0,0,210
"339","Hot Coffee with Whole Milk ","Small","Whole","295",20,1,0.5,0,5,20,1,0,1,1,40,0.03,0,0,150
"340","Hot Coffee with Whole Milk and Sugar ","Large","Whole","591",190,2,1,0,5,35,42,0,42,2,79,0.06,0,0,300
"341","Hot Coffee with Whole Milk and Sugar ","Medium","Whole","414",130,1.5,1,0,5,30,28,0,28,2,60,0.05,0,0,210
"342","Hot Coffee with Whole Milk and Sugar ","Small","Whole","295",90,1,0.5,0,5,20,19,0,19,1,40,0.03,0,0,150
"343","Mocha Swirl Hot Coffee ","Large",NA,"591",210,1,0,0,0,40,50,2,46,2,20,0.02,2,0.11,300
"344","Mocha Swirl Hot Coffee ","Medium",NA,"414",160,0.5,0,0,0,30,38,2,34,2,16,0.01,1,0.06,210
"345","Mocha Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,20,25,1,23,1,11,0.01,1,0.06,150
"346","Mocha Swirl Hot Coffee with Cream ","Large","Cream","591",330,12,7,0,35,80,52,2,47,4,74,0.06,2,0.11,300
"347","Mocha Swirl Hot Coffee with Cream ","Medium","Cream","414",240,9,5,0,25,60,39,2,35,3,56,0.04,1,0.06,210
"348","Mocha Swirl Hot Coffee with Cream ","Small","Cream","295",160,6,3.5,0,20,40,26,1,24,2,38,0.03,1,0.06,150
"349","Dunkaccino ","Large",NA,"591",490,21,17,0,10,470,73,1,53,4,94,0.07,1,0.06,119
"350","Dunkaccino ","Medium",NA,"414",350,15,12,0,5,340,52,1,38,3,67,0.05,0,0,85
"351","Dunkaccino ","Small",NA,"295",240,10,8,0,5,230,36,0,26,2,46,0.04,0,0,58
"352","French Vanilla Dunkaccino(R) ","Large",NA,"591",470,21,17,0,10,460,70,1,50,3,65,0.05,1,0.06,119
"353","French Vanilla Dunkaccino(R) ","Medium",NA,"414",350,16,13,0,5,350,53,1,38,2,49,0.04,0,0,85
"354","French Vanilla Dunkaccino(R) ","Small",NA,"295",230,10,8,0,5,230,35,0,25,2,33,0.03,0,0,58
"355","Hot Chocolate with Espresso Shot ","Large",NA,"591",400,12,11,0,0,390,71,3,55,3,61,0.05,1,0.06,18
"356","Hot Chocolate with Espresso Shot ","Medium",NA,"414",280,9,8,0,0,280,51,2,39,2,43,0.03,0,0,13
"357","Hot Chocolate with Espresso Shot ","Small",NA,"295",190,6,5,0,0,190,35,1,27,2,30,0.02,0,0,9
"358","Mint Hot Chocolate ","Large",NA,"591",400,13,12,0,0,350,72,3,57,3,32,0.02,0,0,16
"359","Mint Hot Chocolate ","Medium",NA,"414",300,10,9,0,0,260,52,2,42,2,23,0.02,0,0,12
"360","Mint Hot Chocolate ","Small",NA,"295",210,7,6,0,0,180,36,1,29,1,16,0.01,0,0,8
"361","OREO Hot Chocolate ","Large",NA,"591",460,10,8,0,0,500,88,3,70,6,138,0.11,4,0.22,18
"362","OREO Hot Chocolate ","Medium",NA,"414",350,8,6,0,0,380,66,2,53,4,103,0.08,3,0.17,13
"363","OREO Hot Chocolate ","Small",NA,"295",230,5,4,0,0,250,44,1,35,3,69,0.05,2,0.11,9
"364","Original Hot Chocolate ","Large",NA,"591",460,14,13,0,0,440,82,3,65,4,70,0.05,1,0.06,18
"365","Original Hot Chocolate ","Medium",NA,"414",330,10,9,0,0,320,59,2,46,3,50,0.04,0,0,13
"366","Original Hot Chocolate ","Small",NA,"295",220,7,6,0,0,210,40,2,32,2,34,0.03,0,0,9
"367","Cappuccino with Skim Milk ","Large","Nonfat","591",90,0,0,0,5,115,13,0,12,8,300,0.23,0,0,252
"368","Cappuccino with Skim Milk ","Medium","Nonfat","414",70,0,0,0,5,85,10,0,9,6,225,0.17,0,0,166
"369","Cappuccino with Skim Milk ","Small","Nonfat","295",45,0,0,0,0,55,7,0,6,4,150,0.12,0,0,118
"370","Cappuccino with Skim Milk and Sugar ","Large","Nonfat","591",230,0,0,0,5,115,48,0,47,8,301,0.23,0,0,252
"371","Cappuccino with Skim Milk and Sugar ","Medium","Nonfat","414",170,0,0,0,5,85,36,0,35,6,225,0.17,0,0,166
"372","Cappuccino with Skim Milk and Sugar ","Small","Nonfat","295",110,0,0,0,0,55,24,0,23,4,150,0.12,0,0,118
"373","Cappuccino with Whole Milk ","Large","Whole","591",160,8,4.5,0,25,115,13,0,12,8,277,0.21,0,0,252
"374","Cappuccino with Whole Milk ","Medium","Whole","414",120,6,3.5,0,20,85,10,0,9,6,208,0.16,0,0,166
"375","Cappuccino with Whole Milk ","Small","Whole","295",80,4,2.5,0,10,60,7,0,6,4,139,0.11,0,0,118
"376","Cappuccino with Whole Milk and Sugar ","Large","Whole","591",290,8,4.5,0,25,115,48,0,46,8,278,0.21,0,0,252
"377","Cappuccino with Whole Milk and Sugar ","Medium","Whole","414",220,6,3.5,0,20,85,36,0,35,6,208,0.16,0,0,166
"378","Cappuccino with Whole Milk and Sugar ","Small","Whole","295",150,4,2.5,0,10,60,24,0,23,4,139,0.11,0,0,118
"379","Caramel Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,63,11,404,0.31,0,0,252
"380","Caramel Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,47,8,303,0.23,0,0,166
"381","Caramel Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,32,6,202,0.16,0,0,118
"382","Caramel Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,63,11,381,0.29,0,0,252
"383","Caramel Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,48,0,47,8,285,0.22,0,0,166
"384","Caramel Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,90,32,0,31,5,190,0.15,0,0,118
"385","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,170,65,0,61,11,384,0.3,0,0,252
"386","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,130,48,0,46,8,288,0.22,0,0,166
"387","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",150,0,0,0,5,85,32,0,30,5,192,0.15,0,0,118
"388","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",370,8,4.5,0,30,170,64,0,60,10,361,0.28,0,0,252
"389","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,130,48,0,45,8,271,0.21,0,0,166
"390","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,85,32,0,30,5,181,0.14,0,0,118
"391","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,170,65,0,61,11,384,0.3,0,0,252
"392","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,130,49,0,46,8,288,0.22,0,0,166
"393","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",150,0,0,0,5,85,32,0,30,5,192,0.15,0,0,118
"394","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",370,8,4.5,0,30,170,64,0,60,10,361,0.28,0,0,252
"395","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,130,48,0,45,8,271,0.21,0,0,166
"396","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,85,32,0,30,5,181,0.14,0,0,118
"397","Mocha Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",300,1,0.5,0,5,140,64,2,58,10,311,0.24,2,0.11,252
"398","Mocha Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",220,1,0.5,0,5,105,48,2,43,7,233,0.18,1,0.06,166
