NAME,SIZE,ROAST,MILK,WHIP,SERVING_SIZE_ml,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,VIT_A_pcdv,VIT_C_pcdv,CALCIUM_pcdv,IRON_pcdv,CAFFEINE_mg
Caramel Macchiato,Tall,NA,Nonfat,NA,354,150,1.5,1,0,10,105,27,0,25,8,0.15,0,0.25,0,75
Caramel Macchiato,Tall,NA,2%,NA,354,190,6,3.5,0.2,20,120,26,0,25,8,0.15,0,0.25,0,75
Caramel Macchiato,Tall,NA,Whole,NA,354,210,9,5,0.2,25,110,26,0,25,8,0.1,0,0.25,0,75
Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1,0,5,95,22,1,19,6,0.1,0,0.25,0.1,75
Caramel Macchiato,Tall,NA,Coconut,NA,354,150,6,6,0,5,105,23,0,21,1,0.02,0,0,0,75
Caramel Macchiato,Grande,NA,Nonfat,NA,473,200,1.5,1,0,10,135,36,0,34,11,0.2,0,0.35,0,150
Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,35,0,33,10,0.2,0.02,0.3,0,150
Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,35,0,33,10,0.15,0,0.3,0,150
Caramel Macchiato,Grande,NA,Soy,NA,473,210,6,1.5,0,5,120,30,1,26,9,0.15,0,0.35,0.15,150
Caramel Macchiato,Grande,NA,Coconut,NA,473,200,8,7,0,5,130,32,0,29,1,0.02,0,0,0,150
Caramel Macchiato,Venti,NA,Nonfat,NA,591,250,1.5,1,0,10,170,45,0,42,13,0.25,0,0.4,0,150
Caramel Macchiato,Venti,NA,2%,NA,591,310,9,6,0.3,35,190,44,0,42,13,0.2,0.02,0.4,0,150
Caramel Macchiato,Venti,NA,Whole,NA,591,350,13,8,0.4,40,170,44,0,42,12,0.2,0,0.4,0,150
Caramel Macchiato,Venti,NA,Soy,NA,591,260,7,1.5,0,5,150,38,1,33,11,0.15,0,0.4,0.2,150
Caramel Macchiato,Venti,NA,Coconut,NA,591,250,10,9,0,5,170,39,0,36,1,0.02,0,0,0,150
Iced Caramel Macchiato,Tall,NA,Nonfat,NA,354,140,1.5,1,0,10,100,26,0,24,7,0.15,0,0.25,0,75
Iced Caramel Macchiato,Tall,NA,2%,NA,354,180,5,3.5,0.2,20,110,26,0,24,7,0.1,0,0.2,0,75
Iced Caramel Macchiato,Tall,NA,Whole,NA,354,200,8,4.5,0.2,25,100,26,0,24,7,0.1,0,0.2,0,75
Iced Caramel Macchiato,Tall,NA,Soy,NA,354,160,4.5,1.5,0,5,90,22,1,19,6,0.1,0,0.25,0.1,75
Iced Caramel Macchiato,Tall,NA,Coconut,NA,354,140,6,5,0,5,95,23,0,21,1,0.02,0,0,0,75
Iced Caramel Macchiato,Grande,NA,Nonfat,NA,473,210,2,1.5,0,10,135,37,0,35,10,0.2,0,0.3,0,150
Iced Caramel Macchiato,Grande,NA,2%,NA,473,250,7,4.5,0.2,25,150,37,0,34,10,0.15,0,0.3,0,150
Iced Caramel Macchiato,Grande,NA,Whole,NA,473,280,11,6,0.3,35,140,37,0,34,9,0.15,0,0.3,0,150
Iced Caramel Macchiato,Grande,NA,Soy,NA,473,220,6,2,0,5,125,32,1,28,8,0.15,0,0.3,0.15,150
Iced Caramel Macchiato,Grande,NA,Coconut,NA,473,210,8,7,0,5,130,33,0,30,1,0.02,0,0.02,0,150
Iced Caramel Macchiato,Venti,NA,Nonfat,NA,709,290,2.5,1.5,0,15,180,53,0,50,14,0.25,0,0.45,0,225
Iced Caramel Macchiato,Venti,NA,2%,NA,709,350,9,6,0.3,35,200,53,0,49,13,0.25,0.02,0.4,0,225
Iced Caramel Macchiato,Venti,NA,Whole,NA,709,390,14,8,0.4,45,190,53,0,49,13,0.2,0,0.4,0,225
Iced Caramel Macchiato,Venti,NA,Soy,NA,709,310,8,2,0,5,170,47,1,40,11,0.15,0,0.45,0.2,225
Iced Caramel Macchiato,Venti,NA,Coconut,NA,709,290,10,9,0,5,170,47,0,43,2,0.02,0,0.02,0,225
Cinnamon Dolce Latte,Short,NA,Nonfat,FALSE,236,100,0.1,0.1,0,5,70,20,0,19,6,0.1,0,0.2,0,75
Cinnamon Dolce Latte,Short,NA,Nonfat,TRUE,236,160,5,3.5,0.2,20,75,22,0,21,6,0.15,0,0.2,0,75
Cinnamon Dolce Latte,Short,NA,2%,FALSE,236,130,3,1.5,0.1,15,75,20,0,19,6,0.08,0,0.15,0,75
Cinnamon Dolce Latte,Short,NA,2%,TRUE,236,180,8,5,0.2,30,80,22,0,20,6,0.15,0,0.2,0,75
Cinnamon Dolce Latte,Short,NA,Whole,FALSE,236,150,5,3,0.2,15,70,20,0,19,5,0.08,0,0.15,0,75
Cinnamon Dolce Latte,Short,NA,Whole,TRUE,236,200,10,6,0.3,35,75,22,0,20,6,0.15,0,0.15,0,75
Cinnamon Dolce Latte,Short,NA,Soy,FALSE,236,110,2.5,0.3,0,0,60,17,1,15,5,0.06,0,0.2,0.08,75
Cinnamon Dolce Latte,Short,NA,Soy,TRUE,236,170,8,3.5,0.2,20,65,19,1,16,5,0.1,0,0.2,0.08,75
Cinnamon Dolce Latte,Short,NA,Coconut,FALSE,236,110,3.5,3.5,0,0,70,18,0,17,1,0,0,0,0,75
Cinnamon Dolce Latte,Short,NA,Coconut,TRUE,236,160,9,7,0.2,20,75,20,0,19,1,0.06,0,0.02,0,75
Cinnamon Dolce Latte,Tall,NA,Nonfat,FALSE,354,160,0.2,0.1,0,5,110,31,0,30,9,0.15,0,0.3,0,75
Cinnamon Dolce Latte,Tall,NA,Nonfat,TRUE,354,220,6,4,0.2,30,115,33,0,31,9,0.25,0,0.3,0,75
Cinnamon Dolce Latte,Tall,NA,2%,FALSE,354,200,5,2.5,0.2,20,125,30,0,29,9,0.15,0,0.3,0,75
Cinnamon Dolce Latte,Tall,NA,2%,TRUE,354,270,11,6,0.3,45,130,32,0,31,9,0.2,0.02,0.3,0,75
Cinnamon Dolce Latte,Tall,NA,Whole,FALSE,354,230,8,5,0.3,25,110,30,0,29,8,0.1,0,0.25,0,75
Cinnamon Dolce Latte,Tall,NA,Whole,TRUE,354,290,14,9,0.4,50,120,32,0,31,9,0.2,0,0.3,0,75
Cinnamon Dolce Latte,Tall,NA,Soy,FALSE,354,170,4,0.5,0,0,95,26,1,23,7,0.1,0,0.3,0.15,75
Cinnamon Dolce Latte,Tall,NA,Soy,TRUE,354,240,10,4.5,0.2,20,100,28,1,25,8,0.15,0,0.3,0.15,75
Cinnamon Dolce Latte,Tall,NA,Coconut,FALSE,354,160,6,6,0,0,110,27,0,26,1,0,0,0,0,75
Cinnamon Dolce Latte,Tall,NA,Coconut,TRUE,354,230,12,9,0.2,20,115,29,0,28,1,0.06,0,0.02,0,75
Cinnamon Dolce Latte,Grande,NA,Nonfat,FALSE,473,210,0.3,0.2,0,5,135,40,0,38,11,0.2,0,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,Nonfat,TRUE,473,280,7,4.5,0.2,30,140,43,0,40,12,0.25,0,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,2%,FALSE,473,260,6,3,0.2,25,150,40,0,38,11,0.2,0.02,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,2%,TRUE,473,330,13,8,0.4,50,160,42,0,40,12,0.25,0.02,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,Whole,FALSE,473,300,10,6,0.3,30,140,40,0,38,11,0.15,0,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,Whole,TRUE,473,370,17,10,0.5,60,150,42,0,40,11,0.25,0,0.35,0,150
Cinnamon Dolce Latte,Grande,NA,Soy,FALSE,473,220,5,0.5,0,0,120,34,1,30,9,0.1,0,0.35,0.15,150
Cinnamon Dolce Latte,Grande,NA,Soy,TRUE,473,300,12,5,0.2,25,125,37,1,32,10,0.2,0,0.35,0.15,150
Cinnamon Dolce Latte,Grande,NA,Coconut,FALSE,473,210,7,7,0,0,140,36,0,33,1,0,0,0,0,150
Cinnamon Dolce Latte,Grande,NA,Coconut,TRUE,473,290,14,11,0.2,25,150,38,0,36,2,0.08,0,0.02,0,150
Cinnamon Dolce Latte,Venti,NA,Nonfat,FALSE,591,270,0.3,0.2,0,10,180,51,0,49,15,0.25,0,0.45,0,150
Cinnamon Dolce Latte,Venti,NA,Nonfat,TRUE,591,340,7,4.5,0.2,35,190,54,0,51,15,0.35,0,0.5,0.02,150
Cinnamon Dolce Latte,Venti,NA,2%,FALSE,591,330,8,4,0.2,35,200,50,0,48,15,0.25,0.02,0.45,0,150
Cinnamon Dolce Latte,Venti,NA,2%,TRUE,591,410,15,9,0.5,60,210,53,0,50,15,0.3,0.02,0.45,0,150
Cinnamon Dolce Latte,Venti,NA,Whole,FALSE,591,380,14,8,0.4,40,180,50,0,48,14,0.2,0,0.45,0,150
Cinnamon Dolce Latte,Venti,NA,Whole,TRUE,591,450,21,12,0.5,70,190,53,0,50,14,0.3,0,0.45,0.02,150
Cinnamon Dolce Latte,Venti,NA,Soy,FALSE,591,280,6,1,0,0,160,43,2,38,12,0.15,0,0.45,0.2,150
Cinnamon Dolce Latte,Venti,NA,Soy,TRUE,591,360,13,5,0.2,25,160,46,2,40,12,0.25,0,0.5,0.2,150
Cinnamon Dolce Latte,Venti,NA,Coconut,FALSE,591,270,10,9,0,0,180,45,0,42,2,0,0,0,0,150
Cinnamon Dolce Latte,Venti,NA,Coconut,TRUE,591,350,17,14,0.2,25,190,47,0,45,2,0.08,0,0.02,0,150
Espresso,Solo,NA,NA,NA,NA,5,0,0,0,0,0,1,0,0,0,0,0,0,0,75
Espresso,Doppio,NA,NA,NA,NA,10,0,0,0,0,0,2,0,0,1,0,0,0,0,150
Espresso,Triple,NA,NA,NA,NA,15,0,0,0,0,0,3,0,0,2,0,0,0,0,225
Espresso,Quad,NA,NA,NA,NA,20,0,0,0,0,0,4,0,0,2,0,0,0,0,300
Iced Espresso,Solo,NA,NA,NA,NA,5,0,0,0,0,0,1,0,0,0,0,0,0,0,75
Iced Espresso,Doppio,NA,NA,NA,NA,10,0,0,0,0,0,2,0,0,1,0,0,0,0,150
Iced Espresso,Triple,NA,NA,NA,NA,15,0,0,0,0,0,3,0,0,2,0,0,0,0,225
Iced Espresso,Quad,NA,NA,NA,NA,20,0,0,0,0,0,4,0,0,2,0,0,0,0,300
Espresso Con Panna,Solo,NA,NA,TRUE,NA,30,2.5,1.5,0,10,3,2,0,1,0.5,0.02,0,0,0,75
Espresso Con Panna,Doppio,NA,NA,TRUE,NA,35,2.5,1.5,0.1,10,3,3,0,1,1,0.02,0,0,0,150
Espresso Con Panna,Triple,NA,NA,TRUE,NA,40,2.5,1.5,0.1,10,0,4,0,1,1,0.02,0,0,0,225
Espresso Con Panna,Quad,NA,NA,TRUE,NA,50,2.5,1.5,0.1,10,0,5,0,1,2,0.02,0,0,0,300
Espresso Macchiato,Solo,NA,Nonfat,NA,NA,5,0,0,0,0,2,1,0,0,0.5,0,0,0,0,75
Espresso Macchiato,Solo,NA,2%,NA,NA,10,0.1,0,0,0,2,1,0,0,0.5,0,0,0,0,75
Espresso Macchiato,Solo,NA,Whole,NA,NA,10,0.1,0.1,0,0,2,1,0,0,0.5,0,0,0,0,75
Espresso Macchiato,Solo,NA,Soy,NA,NA,5,0.1,0,0,0,2,1,0,0,0.4,0,0,0,0,75
Espresso Macchiato,Solo,NA,Coconut,NA,NA,5,0.1,0.1,0,0,2,1,0,0,0.3,0,0,0,0,75
Espresso Macchiato,Doppio,NA,Nonfat,NA,NA,15,0,0,0,0,2,2,0,0,1,0,0,0,0,150
Espresso Macchiato,Doppio,NA,2%,NA,NA,15,0.1,0,0,0,2,2,0,0,1,0,0,0,0,150
Espresso Macchiato,Doppio,NA,Whole,NA,NA,15,0.1,0,0,0,2,2,0,0,1,0,0,0,0,150
Espresso Macchiato,Doppio,NA,Soy,NA,NA,15,0.1,0,0,0,2,2,0,0,1,0,0,0,0,150
Espresso Macchiato,Doppio,NA,Coconut,NA,NA,10,0.1,0.1,0,0,2,2,0,0,1,0,0,0,0,150
Espresso Macchiato,Triple,NA,Nonfat,NA,NA,20,0,0,0,0,2,3,0,0,1,0,0,0,0,225
Espresso Macchiato,Triple,NA,2%,NA,NA,20,0.1,0,0,0,2,3,0,0,1,0,0,0,0,225
Espresso Macchiato,Triple,NA,Whole,NA,NA,20,0.1,0,0,0,2,3,0,0,1,0,0,0,0,225
Espresso Macchiato,Triple,NA,Soy,NA,NA,20,0.1,0,0,0,2,3,0,0,1,0,0,0,0,225
Espresso Macchiato,Triple,NA,Coconut,NA,NA,20,0.1,0.1,0,0,2,3,0,0,1,0,0,0,0,225
Espresso Macchiato,Quad,NA,Nonfat,NA,NA,25,0,0,0,0,2,4,0,0,2,0,0,0,0,300
Espresso Macchiato,Quad,NA,2%,NA,NA,25,0.1,0,0,0,2,4,0,0,2,0,0,0,0,300
Espresso Macchiato,Quad,NA,Whole,NA,NA,25,0.1,0,0,0,2,4,0,0,2,0,0,0,0,300
Espresso Macchiato,Quad,NA,Soy,NA,NA,25,0.1,0,0,0,2,4,0,0,2,0,0,0,0,300
Espresso Macchiato,Quad,NA,Coconut,NA,NA,25,0.1,0.1,0,0,2,4,0,0,2,0,0,0,0,300
Flat White,Short,NA,Nonfat,NA,236,60,0.1,0.1,0,5,70,9,0,8,6,0.1,0,0.2,0,130
Flat White,Short,NA,2%,NA,236,90,3.5,2,0.1,15,80,9,0,8,6,0.1,0,0.2,0,130
Flat White,Short,NA,Whole,NA,236,110,5,3,0.2,15,70,9,0,8,6,0.08,0,0.15,0,130
Flat White,Short,NA,Soy,NA,236,70,2.5,0.3,0,0,65,6,1,4,5,0.06,0,0.2,0.08,130
Flat White,Short,NA,Coconut,NA,236,60,4,3.5,0,0,70,7,0,5,1,0,0,0,0,130
Flat White,Tall,NA,Nonfat,NA,354,100,0.2,0.2,0,5,115,15,0,13,10,0.15,0,0.3,0,130
Flat White,Tall,NA,2%,NA,354,140,5,3.5,0.2,20,130,14,0,13,9,0.15,0,0.3,0,130
Flat White,Tall,NA,Whole,NA,354,170,9,5,0.3,25,115,14,0,13,9,0.15,0,0.3,0,130
Flat White,Tall,NA,Soy,NA,354,110,4,0.5,0,0,100,10,1,6,8,0.1,0,0.3,0.15,130
Flat White,Tall,NA,Coconut,NA,354,100,6,6,0,0,110,11,0,9,1,0,0,0,0,130
Flat White,Grande,NA,Nonfat,NA,473,130,0.3,0.2,0,5,150,19,0,17,12,0.2,0,0.4,0,195
Flat White,Grande,NA,2%,NA,473,180,7,4.5,0.3,30,160,18,0,17,12,0.2,0.02,0.4,0,195
Flat White,Grande,NA,Whole,NA,473,220,11,7,0.3,35,150,18,0,17,12,0.15,0,0.35,0,195
Flat White,Grande,NA,Soy,NA,473,150,5,0.5,0,0,130,13,1,8,10,0.15,0,0.4,0.2,195
Flat White,Grande,NA,Coconut,NA,473,130,8,7,0,0,140,14,0,11,1,0,0,0,0,195
Flat White,Venti,NA,Nonfat,NA,591,170,0.4,0.3,0,10,190,24,0,23,16,0.3,0,0.5,0,195
Flat White,Venti,NA,2%,NA,591,240,9,6,0.4,35,220,24,0,22,16,0.25,0.02,0.5,0,195
Flat White,Venti,NA,Whole,NA,591,290,15,9,0.4,45,200,24,0,22,15,0.2,0,0.45,0,195
Flat White,Venti,NA,Soy,NA,591,190,7,1,0,0,170,16,2,11,13,0.2,0,0.5,0.25,195
Flat White,Venti,NA,Coconut,NA,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,195
Latte Macchiato,Short,NA,Nonfat,NA,236,60,0.1,0.1,0,5,70,10,0,8,6,0.1,0,0.2,0,150
Latte Macchiato,Short,NA,2%,NA,236,90,3.5,2,0.1,15,80,9,0,8,6,0.1,0,0.2,0,150
Latte Macchiato,Short,NA,Whole,NA,236,110,5,3,0.2,15,70,9,0,8,6,0.08,0,0.15,0,150
Latte Macchiato,Short,NA,Soy,NA,236,70,2.5,0.3,0,0,60,7,1,4,5,0.06,0,0.2,0.08,150
Latte Macchiato,Short,NA,Coconut,NA,236,70,3.5,3.5,0,0,70,7,0,5,1,0,0,0,0,150
Latte Macchiato,Tall,NA,Nonfat,NA,354,100,0.2,0.2,0,5,115,15,0,13,10,0.15,0,0.3,0,150
Latte Macchiato,Tall,NA,2%,NA,354,140,5,3.5,0.2,20,130,15,0,13,9,0.15,0,0.3,0,150
Latte Macchiato,Tall,NA,Whole,NA,354,170,9,5,0.3,25,115,15,0,13,9,0.15,0,0.3,0,150
Latte Macchiato,Tall,NA,Soy,NA,354,110,4,0.5,0,0,100,10,1,6,8,0.1,0,0.3,0.15,150
Latte Macchiato,Tall,NA,Coconut,NA,354,100,6,6,0,0,110,11,0,9,1,0,0,0,0,150
Latte Macchiato,Grande,NA,Nonfat,NA,473,130,0.3,0.2,0,5,150,19,0,17,12,0.2,0,0.4,0,225
Latte Macchiato,Grande,NA,2%,NA,473,190,7,4.5,0.3,30,160,19,0,17,12,0.2,0.02,0.4,0,225
Latte Macchiato,Grande,NA,Whole,NA,473,220,11,6,0.3,35,150,19,0,17,12,0.15,0,0.35,0,225
Latte Macchiato,Grande,NA,Soy,NA,473,140,5,0.5,0,0,125,13,1,8,10,0.15,0,0.4,0.15,225
Latte Macchiato,Grande,NA,Coconut,NA,473,130,8,7,0,0,140,14,0,11,2,0,0,0,0,225
Latte Macchiato,Venti,NA,Nonfat,NA,591,170,0.4,0.3,0,10,190,25,0,23,16,0.3,0,0.5,0,225
Latte Macchiato,Venti,NA,2%,NA,591,240,9,6,0.4,35,210,24,0,22,16,0.25,0.02,0.5,0,225
Latte Macchiato,Venti,NA,Whole,NA,591,290,15,8,0.4,45,200,24,0,22,15,0.2,0,0.45,0,225
Latte Macchiato,Venti,NA,Soy,NA,591,190,7,1,0,0,170,16,2,10,13,0.15,0,0.5,0.2,225
Latte Macchiato,Venti,NA,Coconut,NA,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,225
Skinny Cinnamon Dolce Latte,Short,NA,Nonfat,NA,236,60,0.1,0.1,0,5,80,9,0,8,6,0.1,0,0.2,0,75
Skinny Cinnamon Dolce Latte,Tall,NA,Nonfat,NA,354,100,0.2,0.1,0,5,125,14,0,13,9,0.15,0,0.3,0,75
Skinny Cinnamon Dolce Latte,Grande,NA,Nonfat,NA,473,120,0.3,0.2,0,5,160,19,0,16,12,0.2,0,0.35,0,150
Skinny Cinnamon Dolce Latte,Venti,NA,Nonfat,NA,591,160,0.3,0.2,0,10,200,24,0,21,15,0.25,0,0.5,0,150
Iced Skinny Cinnamon Dolce Latte,Tall,NA,Nonfat,NA,354,60,0.1,0.1,0,5,80,9,0,8,6,0.1,0,0.2,0,75
Iced Skinny Cinnamon Dolce Latte,Grande,NA,Nonfat,NA,473,80,0.2,0.1,0,5,105,12,0,10,7,0.1,0,0.2,0,150
Iced Skinny Cinnamon Dolce Latte,Venti,NA,Nonfat,NA,709,110,0.2,0.2,0,5,140,17,0,14,10,0.15,0,0.3,0,225
Skinny Mocha,Short,NA,Nonfat,NA,236,80,1,0.5,0,5,70,12,2,7,7,0.08,0,0.15,0.3,75
Skinny Mocha,Tall,NA,Nonfat,NA,354,130,1,1,0.1,5,115,18,3,12,11,0.15,0,0.3,0.45,75
Skinny Mocha,Grande,NA,Nonfat,NA,473,160,1.5,1,0.1,5,140,24,4,15,14,0.2,0,0.35,0.6,150
Skinny Mocha,Venti,NA,Nonfat,NA,591,210,2,1.5,0.1,10,190,30,5,19,18,0.25,0,0.45,0.7,150
Iced Skinny Mocha,Tall,NA,Nonfat,NA,354,90,1,0.5,0.1,5,75,13,3,7,7,0.08,0,0.15,0.45,75
Iced Skinny Mocha,Grande,NA,Nonfat,NA,473,120,1.5,1,0.1,5,95,17,4,8,9,0.1,0,0.2,0.6,150
Iced Skinny Mocha,Venti,NA,Nonfat,NA,709,170,2.5,1.5,0.1,5,130,25,6,11,13,0.15,0,0.3,0.9,225
Starbucks Doubleshot on Ice,Tall,NA,Nonfat,NA,354,70,0,0,0,0,35,14,0,13,3,0.04,0,0.08,0,150
Starbucks Doubleshot on Ice,Tall,NA,2%,NA,354,80,1,1,0.1,5,35,14,0,13,3,0.04,0,0.08,0,150
Starbucks Doubleshot on Ice,Tall,NA,Whole,NA,354,90,2,1,0.1,5,35,14,0,13,2,0.02,0,0.08,0,150
Starbucks Doubleshot on Ice,Tall,NA,Soy,NA,354,70,1,0.1,0,0,30,13,0,11,2,0.02,0,0.08,0.04,150
Starbucks Doubleshot on Ice,Tall,NA,Coconut,NA,354,70,1.5,1.5,0,0,30,13,0,12,1,0,0,0,0,150
Starbucks Doubleshot on Ice,Grande,NA,Nonfat,NA,473,90,0,0,0,0,35,20,0,18,3,0.04,0,0.08,0,225
Starbucks Doubleshot on Ice,Grande,NA,2%,NA,473,100,1,1,0.1,5,40,20,0,18,3,0.04,0,0.08,0,225
Starbucks Doubleshot on Ice,Grande,NA,Whole,NA,473,110,2,1,0.1,5,35,20,0,18,3,0.02,0,0.08,0,225
Starbucks Doubleshot on Ice,Grande,NA,Soy,NA,473,100,1,0.1,0,0,35,19,0,16,3,0.02,0,0.08,0.04,225
Starbucks Doubleshot on Ice,Grande,NA,Coconut,NA,473,90,1.5,1.5,0,0,35,19,0,17,1,0,0,0.02,0,225
Starbucks Doubleshot on Ice,Venti,NA,Nonfat,NA,709,150,0.1,0.1,0,0,50,33,0,29,4,0.06,0,0.1,0,375
Starbucks Doubleshot on Ice,Venti,NA,2%,NA,709,170,2,1,0.1,5,55,33,0,29,4,0.06,0,0.1,0,375
Starbucks Doubleshot on Ice,Venti,NA,Whole,NA,709,180,3,1.5,0.1,10,50,33,0,29,4,0.04,0,0.1,0,375
Starbucks Doubleshot on Ice,Venti,NA,Soy,NA,709,160,1.5,0.2,0,0,45,31,0,27,4,0.04,0,0.1,0.04,375
Starbucks Doubleshot on Ice,Venti,NA,Coconut,NA,709,150,2,2,0,0,50,32,0,28,2,0,0,0.02,0,375
White Chocolate Mocha,Short,NA,Nonfat,FALSE,236,180,3,2.5,0,5,115,30,0,29,7,0.08,0,0.2,0,75
White Chocolate Mocha,Short,NA,Nonfat,TRUE,236,230,8,6,0.2,25,120,32,0,30,7,0.15,0,0.25,0,75
White Chocolate Mocha,Short,NA,2%,FALSE,236,200,6,3.5,0.1,15,120,30,0,29,7,0.08,0.02,0.2,0,75
White Chocolate Mocha,Short,NA,2%,TRUE,236,250,11,7,0.2,35,125,32,0,30,7,0.15,0.02,0.25,0,75
White Chocolate Mocha,Short,NA,Whole,FALSE,236,210,8,5,0.1,15,115,30,0,29,7,0.06,0,0.2,0,75
White Chocolate Mocha,Short,NA,Whole,TRUE,236,270,13,8,0.3,35,120,32,0,30,7,0.15,0,0.2,0,75
White Chocolate Mocha,Short,NA,Soy,FALSE,236,180,5,2.5,0,5,105,28,1,25,6,0.06,0,0.2,0.08,75
White Chocolate Mocha,Short,NA,Soy,TRUE,236,230,10,6,0.2,20,110,29,1,26,6,0.1,0,0.25,0.08,75
White Chocolate Mocha,Short,NA,Coconut,FALSE,236,180,6,5,0,5,115,28,0,27,3,0,0,0.06,0,75
White Chocolate Mocha,Short,NA,Coconut,TRUE,236,230,11,9,0.2,20,120,30,0,28,3,0.06,0,0.08,0,75
White Chocolate Mocha,Tall,NA,Nonfat,FALSE,354,270,4.5,3.5,0,10,180,46,0,45,11,0.15,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,Nonfat,TRUE,354,330,10,7,0.2,30,190,48,0,46,12,0.2,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,2%,FALSE,354,300,9,6,0.1,25,190,46,0,44,11,0.15,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,2%,TRUE,354,370,15,10,0.3,45,200,47,0,46,11,0.2,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,Whole,FALSE,354,330,12,8,0.2,30,180,46,0,44,11,0.1,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,Whole,TRUE,354,390,18,12,0.4,50,190,47,0,46,11,0.2,0.02,0.35,0,75
White Chocolate Mocha,Tall,NA,Soy,FALSE,354,280,8,4,0,5,170,41,1,38,10,0.1,0.02,0.35,0.1,75
White Chocolate Mocha,Tall,NA,Soy,TRUE,354,340,14,8,0.2,25,170,43,1,40,10,0.15,0.02,0.35,0.1,75
White Chocolate Mocha,Tall,NA,Coconut,FALSE,354,270,10,9,0,5,180,42,0,41,4,0,0.02,0.1,0,75
White Chocolate Mocha,Tall,NA,Coconut,TRUE,354,330,16,12,0.2,25,180,44,0,43,4,0.06,0.02,0.1,0,75
White Chocolate Mocha,Grande,NA,Nonfat,FALSE,473,350,6,4.5,0,10,230,61,0,58,14,0.2,0.02,0.45,0,150
White Chocolate Mocha,Grande,NA,Nonfat,TRUE,473,420,13,9,0.2,35,240,63,0,60,15,0.25,0.02,0.45,0,150
White Chocolate Mocha,Grande,NA,2%,FALSE,473,400,11,7,0.2,30,240,60,0,58,14,0.15,0.02,0.45,0,150
White Chocolate Mocha,Grande,NA,2%,TRUE,473,470,18,12,0.4,55,250,62,0,59,14,0.25,0.02,0.45,0,150
White Chocolate Mocha,Grande,NA,Whole,FALSE,473,430,15,10,0.3,35,230,60,0,58,14,0.15,0.02,0.4,0,150
White Chocolate Mocha,Grande,NA,Whole,TRUE,473,500,22,14,0.5,60,240,62,0,59,14,0.2,0.02,0.45,0,150
White Chocolate Mocha,Grande,NA,Soy,FALSE,473,360,10,5,0,5,210,55,1,51,12,0.1,0.02,0.45,0.15,150
White Chocolate Mocha,Grande,NA,Soy,TRUE,473,430,17,10,0.2,30,220,57,1,52,13,0.2,0.02,0.45,0.15,150
White Chocolate Mocha,Grande,NA,Coconut,FALSE,473,350,12,11,0,5,230,56,0,54,5,0,0.02,0.1,0,150
White Chocolate Mocha,Grande,NA,Coconut,TRUE,473,420,19,15,0.2,30,230,58,0,56,6,0.08,0.02,0.15,0,150
White Chocolate Mocha,Venti,NA,Nonfat,FALSE,591,440,7,6,0,15,300,77,0,74,18,0.25,0.02,0.6,0.02,150
White Chocolate Mocha,Venti,NA,Nonfat,TRUE,591,510,14,10,0.2,40,300,79,0,76,19,0.3,0.02,0.6,0.02,150
White Chocolate Mocha,Venti,NA,2%,FALSE,591,500,15,10,0.2,35,320,76,0,74,18,0.2,0.04,0.6,0,150
White Chocolate Mocha,Venti,NA,2%,TRUE,591,580,22,14,0.4,65,320,78,0,75,19,0.3,0.04,0.6,0.02,150
White Chocolate Mocha,Venti,NA,Whole,FALSE,591,550,20,13,0.4,45,300,76,0,74,18,0.2,0.02,0.6,0.02,150
White Chocolate Mocha,Venti,NA,Whole,TRUE,591,620,27,17,0.5,70,310,78,0,75,18,0.25,0.02,0.6,0.02,150
White Chocolate Mocha,Venti,NA,Soy,FALSE,591,460,13,6,0,5,270,69,1,64,16,0.15,0.02,0.6,0.2,150
White Chocolate Mocha,Venti,NA,Soy,TRUE,591,530,20,11,0.2,30,280,71,1,65,16,0.25,0.02,0.6,0.2,150
White Chocolate Mocha,Venti,NA,Coconut,FALSE,591,450,16,14,0,5,290,71,0,68,6,0,0.02,0.15,0,150
White Chocolate Mocha,Venti,NA,Coconut,TRUE,591,520,23,18,0.2,30,300,73,0,70,7,0.08,0.02,0.15,0,150
Iced White Chocolate Mocha,Tall,NA,Nonfat,FALSE,354,230,4.5,3.5,0,5,135,41,0,40,8,0.08,0.02,0.25,0,75
Iced White Chocolate Mocha,Tall,NA,Nonfat,TRUE,354,310,12,8,0.2,35,150,43,0,41,8,0.15,0.02,0.25,0,75
