"","NAME","SIZE","MILK","SERVING_SIZE_ml","CALORIES","TOTAL_FAT_g","SATURATED_FAT_g","TRANS_FAT_g","CHOLESTEROL_mg","SODIUM_mg","TOTAL_CARB_g","DIETARY_FIBER_g","SUGAR_g","PROTEIN_g","CALCIUM_mg","CALCIUM_pcdv","IRON_mg","IRON_pcdv","CAFFEINE_mg"
"196","Iced Cappuccino with Whole Milk ","Large","Whole","946",160,8,4.5,0,25,130,13,0,12,8,293,0.23,0,0,NA
"197","Iced Cappuccino with Whole Milk ","Medium","Whole","709",120,6,3.5,0,20,100,10,0,9,6,219,0.17,0,0,NA
"198","Iced Cappuccino with Whole Milk ","Small","Whole","354",80,4,2.5,0,10,65,7,0,6,4,147,0.11,0,0,NA
"199","Iced Cappuccino with Whole Milk and Sugar ","Large","Whole","946",290,8,4.5,0,25,130,48,0,46,8,293,0.23,0,0,NA
"200","Iced Cappuccino with Whole Milk and Sugar ","Medium","Whole","709",220,6,3.5,0,20,100,36,0,35,6,219,0.17,0,0,NA
"201","Iced Cappuccino with Whole Milk and Sugar ","Small","Whole","354",150,4,2.5,0,10,65,24,0,23,4,147,0.11,0,0,NA
"202","Mocha Swirl Iced Cappuccino with Skim Milk ","Large","Nonfat","946",300,1,0.5,0,5,160,64,2,58,10,327,0.25,2,0.11,NA
"203","Mocha Swirl Iced Cappuccino with Skim Milk ","Medium","Nonfat","709",220,1,0.5,0,5,115,48,2,43,7,244,0.19,1,0.06,NA
"204","Mocha Swirl Iced Cappuccino with Skim Milk ","Small","Nonfat","354",150,0.5,0,0,0,80,32,1,29,5,164,0.13,1,0.06,NA
"205","Mocha Swirl Iced Cappuccino with Whole Milk ","Large","Whole","946",360,9,5,0,25,160,63,2,57,9,304,0.23,2,0.11,NA
"206","Mocha Swirl Iced Cappuccino with Whole Milk ","Medium","Whole","709",270,7,4,0,20,120,48,2,43,7,227,0.17,1,0.06,NA
"207","Mocha Swirl Iced Cappuccino with Whole Milk ","Small","Whole","354",180,4.5,2.5,0,10,80,32,1,29,5,152,0.12,1,0.06,NA
"208","Decaf Breakfast Black Tea ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"209","Decaf Breakfast Black Tea ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"210","Decaf Breakfast Black Tea ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"211","Harmony Leaf Green Tea ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"212","Harmony Leaf Green Tea ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"213","Harmony Leaf Green Tea ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"214","Hibiscus Kiss Herbal Infusion ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"215","Hibiscus Kiss Herbal Infusion ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"216","Hibiscus Kiss Herbal Infusion ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"217","Iced Americano ","Large",NA,"946",10,0,0,0,0,40,2,0,0,0,25,0.02,0,0,NA
"218","Iced Americano ","Medium",NA,"709",10,0,0,0,0,30,2,0,0,0,18,0.01,0,0,NA
"219","Iced Americano ","Small",NA,"354",5,0,0,0,0,25,1,0,0,0,13,0.01,0,0,NA
"220","Caramel Swirl Iced Cappuccino with Skim Milk ","Large","Nonfat","946",310,0,0,0,10,200,65,0,63,11,419,0.32,0,0,NA
"221","Caramel Swirl Iced Cappuccino with Skim Milk ","Medium","Nonfat","709",230,0,0,0,5,150,49,0,47,8,314,0.24,0,0,NA
"222","Caramel Swirl Iced Cappuccino with Skim Milk ","Small","Nonfat","354",160,0,0,0,5,100,33,0,32,6,210,0.16,0,0,NA
"223","Caramel Swirl Iced Cappuccino with Whole Milk ","Large","Whole","946",380,8,4.5,0,30,200,65,0,63,11,396,0.3,0,0,NA
"224","Caramel Swirl Iced Cappuccino with Whole Milk ","Medium","Whole","709",280,6,3.5,0,20,150,48,0,47,8,296,0.23,0,0,NA
"225","Caramel Swirl Iced Cappuccino with Whole Milk ","Small","Whole","354",190,4,2.5,0,15,100,32,0,31,5,198,0.15,0,0,NA
"226","Caramel Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,190,66,0,63,11,404,0.31,0,0,NA
"227","Caramel Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",240,0,0,0,5,140,49,0,47,8,303,0.23,0,0,NA
"228","Caramel Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,95,33,0,32,6,203,0.16,0,0,NA
"229","Caramel Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,190,65,0,63,11,381,0.29,0,0,NA
"230","Caramel Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",290,6,3.5,0,20,140,49,0,47,8,286,0.22,0,0,NA
"231","Caramel Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,31,5,191,0.15,0,0,NA
"232","French Vanilla Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,61,11,385,0.3,0,0,NA
"233","French Vanilla Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,46,8,289,0.22,0,0,NA
"234","French Vanilla Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,30,5,193,0.15,0,0,NA
"235","French Vanilla Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,60,10,362,0.28,0,0,NA
"236","French Vanilla Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,49,0,45,8,272,0.21,0,0,NA
"237","French Vanilla Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,30,5,181,0.14,0,0,NA
"238","Hazelnut Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,61,11,385,0.3,0,0,NA
"239","Hazelnut Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,46,8,289,0.22,0,0,NA
"240","Hazelnut Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,30,5,193,0.15,0,0,NA
"241","Hazelnut Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,60,10,362,0.28,0,0,NA
"242","Hazelnut Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,49,0,45,8,272,0.21,0,0,NA
"243","Hazelnut Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,95,33,0,30,5,181,0.14,0,0,NA
"244","Hot Macchiato with Skim Milk ","Large","Nonfat","591",90,0,0,0,5,120,14,0,12,8,301,0.23,0,0,NA
"245","Hot Macchiato with Skim Milk ","Medium","Nonfat","414",70,0,0,0,5,90,11,0,9,6,226,0.17,0,0,NA
"246","Hot Macchiato with Skim Milk ","Small","Nonfat","295",50,0,0,0,0,65,7,0,6,4,151,0.12,0,0,NA
"247","Hot Macchiato with Skim Milk and Sugar ","Large","Nonfat","591",230,0,0,0,5,120,49,0,47,8,301,0.23,0,0,NA
"248","Hot Macchiato with Skim Milk and Sugar ","Medium","Nonfat","414",170,0,0,0,5,90,37,0,35,6,226,0.17,0,0,NA
"249","Hot Macchiato with Skim Milk and Sugar ","Small","Nonfat","295",120,0,0,0,0,65,25,0,23,4,151,0.12,0,0,NA
"250","Hot Macchiato with Whole Milk ","Large","Whole","591",160,8,4.5,0,25,120,14,0,12,8,278,0.21,0,0,NA
"251","Hot Macchiato with Whole Milk ","Medium","Whole","414",120,6,3.5,0,20,90,10,0,9,6,209,0.16,0,0,NA
"252","Hot Macchiato with Whole Milk ","Small","Whole","295",80,4,2.5,0,10,65,7,0,6,4,139,0.11,0,0,NA
"253","Hot Macchiato with Whole Milk and Sugar ","Large","Whole","591",290,8,4.5,0,25,120,49,0,46,8,278,0.21,0,0,NA
"254","Hot Macchiato with Whole Milk and Sugar ","Medium","Whole","414",220,6,3.5,0,20,90,37,0,35,6,209,0.16,0,0,NA
"255","Hot Macchiato with Whole Milk and Sugar ","Small","Whole","295",150,4,2.5,0,10,65,25,0,23,4,140,0.11,0,0,NA
"256","Mocha Swirl Hot Macchiato with Skim Milk ","Large","Nonfat","591",300,1,0.5,0,5,150,65,2,58,10,312,0.24,2,0.11,NA
"257","Mocha Swirl Hot Macchiato with Skim Milk ","Medium","Nonfat","414",230,1,0.5,0,5,110,49,2,43,7,234,0.18,2,0.11,NA
"258","Mocha Swirl Hot Macchiato with Skim Milk ","Small","Nonfat","295",150,0.5,0,0,0,75,33,1,29,5,156,0.12,1,0.06,NA
"259","Mocha Swirl Hot Macchiato with Whole Milk ","Large","Whole","591",370,9,5,0,25,150,64,2,57,9,289,0.22,2,0.11,NA
"260","Mocha Swirl Hot Macchiato with Whole Milk ","Medium","Whole","414",280,7,4,0,20,115,48,2,43,7,217,0.17,2,0.11,NA
"261","Mocha Swirl Hot Macchiato with Whole Milk ","Small","Whole","295",180,4.5,2.5,0,10,80,32,1,29,5,145,0.11,1,0.06,NA
"262","Vanilla Spice ","XLarge",NA,"Value",490,17,14,0,5,95,85,1,71,2,48,0.04,0,0,NA
"263","Vanilla Spice ","Large",NA,"591",420,14,12,0,5,80,72,1,60,2,41,0.03,0,0,NA
"264","Vanilla Spice ","Medium",NA,"414",310,11,9,0,5,60,54,0,46,2,31,0.02,0,0,NA
"265","Vanilla Spice ","Small",NA,"295",220,8,6,0,5,45,38,0,32,1,22,0.02,0,0,NA
"266","Bold Breakfast Black Tea ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"267","Bold Breakfast Black Tea ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"268","Bold Breakfast Black Tea ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"269","Chamomile Fields Herbal Infusion ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"270","Chamomile Fields Herbal Infusion ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"271","Chamomile Fields Herbal Infusion ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"272","Cool Mint Herbal Infusion ","Large",NA,"591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"273","Cool Mint Herbal Infusion ","Medium",NA,"414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"274","Cool Mint Herbal Infusion ","Small",NA,"295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"275","Caramel Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,230,71,0,69,15,553,0.43,0,0,NA
"276","Caramel Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,52,11,415,0.32,0,0,NA
"277","Caramel Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",180,0,0,0,5,115,36,0,35,8,276,0.21,0,0,NA
"278","Caramel Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,240,70,0,69,14,518,0.4,0,0,NA
"279","Caramel Swirl Hot Latte with Whole Milk ","Medium","Whole","414",340,9,5,0,30,180,53,0,52,11,389,0.3,0,0,NA
"280","Caramel Swirl Hot Latte with Whole Milk ","Small","Whole","295",230,6,3.5,0,20,120,35,0,34,7,259,0.2,0,0,NA
"281","French Vanilla Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,220,71,0,67,15,534,0.41,0,0,NA
"282","French Vanilla Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,50,11,400,0.31,0,0,NA
"283","French Vanilla Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0,0,0,5,110,35,0,33,7,267,0.21,0,0,NA
"284","French Vanilla Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,230,70,0,66,14,499,0.38,0,0,NA
"285","French Vanilla Swirl Hot Latte with Whole Milk ","Medium","Whole","414",330,9,5,0,30,170,52,0,50,11,374,0.29,0,0,NA
"286","French Vanilla Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,115,35,0,33,7,250,0.19,0,0,NA
"287","Hazelnut Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",350,0,0,0,10,220,71,0,67,15,534,0.41,0,0,NA
"288","Hazelnut Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",260,0,0,0,10,170,53,0,50,11,400,0.31,0,0,NA
"289","Hazelnut Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0,0,0,5,110,35,0,33,7,267,0.21,0,0,NA
"290","Hazelnut Swirl Hot Latte with Whole Milk ","Large","Whole","591",450,12,7,0,40,230,70,0,66,14,499,0.38,0,0,NA
"291","Hazelnut Swirl Hot Latte with Whole Milk ","Medium","Whole","414",340,9,5,0,30,170,53,0,50,11,374,0.29,0,0,NA
"292","Hazelnut Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,115,35,0,33,7,250,0.19,0,0,NA
"293","Hot Latte with AlmondMilk ","Large","Almond","591",130,3.5,0,0,0,240,23,1,20,2,699,0.54,1,0.06,NA
"294","Hot Latte with AlmondMilk ","Medium","Almond","414",100,3,0,0,0,180,17,1,15,1,525,0.4,1,0.06,NA
"295","Hot Latte with AlmondMilk ","Small","Almond","295",70,2,0,0,0,120,11,0,10,1,350,0.27,1,0.06,NA
"296","Hot Latte with Skim Milk ","Large","Nonfat","591",130,0,0,0,5,170,20,0,18,12,450,0.35,0,0,NA
"297","Hot Latte with Skim Milk ","Medium","Nonfat","414",100,0,0,0,5,125,15,0,14,9,337,0.26,0,0,NA
"298","Hot Latte with Skim Milk ","Small","Nonfat","295",70,0,0,0,5,85,10,0,9,6,225,0.17,0,0,NA
"299","Hot Latte with Skim Milk and Sugar ","Large","Nonfat","591",270,0,0,0,5,170,54,0,53,12,450,0.35,0,0,NA
"300","Hot Latte with Skim Milk and Sugar ","Medium","Nonfat","414",200,0,0,0,5,125,41,0,40,9,337,0.26,0,0,NA
"301","Hot Latte with Skim Milk and Sugar ","Small","Nonfat","295",130,0,0,0,5,85,27,0,26,6,225,0.17,0,0,NA
"302","Hot Latte with Whole Milk ","Large","Whole","591",230,12,7,0,35,170,19,0,18,12,415,0.32,0,0,NA
"303","Hot Latte with Whole Milk ","Medium","Whole","414",170,9,5,0,25,125,14,0,13,9,311,0.24,0,0,NA
"304","Hot Latte with Whole Milk ","Small","Whole","295",120,6,3.5,0,20,85,9,0,9,6,208,0.16,0,0,NA
"305","Hot Latte with Whole Milk and Sugar ","Large","Whole","591",370,12,7,0,35,170,54,0,52,12,416,0.32,0,0,NA
"306","Hot Latte with Whole Milk and Sugar ","Medium","Whole","414",270,9,5,0,25,125,40,0,39,9,312,0.24,0,0,NA
"307","Hot Latte with Whole Milk and Sugar ","Small","Whole","295",180,6,3.5,0,20,85,27,0,26,6,208,0.16,0,0,NA
"308","Mocha Swirl Hot Latte with Skim Milk ","Large","Nonfat","591",340,1,0.5,0,5,200,70,2,64,14,460,0.35,2,0.11,NA
"309","Mocha Swirl Hot Latte with Skim Milk ","Medium","Nonfat","414",250,1,0.5,0,5,150,52,2,48,10,345,0.27,1,0.06,NA
"310","Mocha Swirl Hot Latte with Skim Milk ","Small","Nonfat","295",170,0.5,0,0,5,100,35,1,32,7,230,0.18,1,0.06,NA
"311","Mocha Swirl Hot Latte with Whole Milk ","Large","Whole","591",440,13,7,0,35,200,69,2,63,13,426,0.33,2,0.11,NA
"312","Mocha Swirl Hot Latte with Whole Milk ","Medium","Whole","414",330,10,6,0,25,150,52,2,47,10,319,0.25,1,0.06,NA
"313","Mocha Swirl Hot Latte with Whole Milk ","Small","Whole","295",220,6,3.5,0,20,100,35,1,32,7,213,0.16,1,0.06,NA
"314","Signature Caramel Craze Hot Latte with Skim Milk ","Large","Nonfat","591",440,6,3.5,0,30,240,80,0,75,16,576,0.44,0,0,NA
"315","Signature Caramel Craze Hot Latte with Skim Milk ","Medium","Nonfat","414",340,5,3,0,25,180,61,0,57,12,436,0.34,0,0,NA
"316","Signature Caramel Craze Hot Latte with Skim Milk ","Small","Nonfat","295",250,5,3,0,20,125,43,0,40,8,298,0.23,0,0,NA
"317","Signature Caramel Craze Hot Latte with Whole Milk ","Large","Whole","591",530,17,10,0.5,60,250,79,0,74,15,542,0.42,0,0,NA
"318","Signature Caramel Craze Hot Latte with Whole Milk ","Medium","Whole","414",410,14,8,0,45,190,61,0,57,11,410,0.32,0,0,NA
"319","Signature Caramel Craze Hot Latte with Whole Milk ","Small","Whole","295",300,11,6,0,35,130,43,0,39,8,281,0.22,0,0,NA
"320","Signature Cocoa Mocha Hot Latte with Skim Milk ","Large","Nonfat","591",420,6,4,0,25,210,79,2,69,15,480,0.37,2,0.11,NA
"321","Signature Cocoa Mocha Hot Latte with Skim Milk ","Medium","Nonfat","414",330,6,3.5,0,20,160,61,2,53,11,363,0.28,2,0.11,NA
"322","Signature Cocoa Mocha Hot Latte with Skim Milk ","Small","Nonfat","295",250,5,3.5,0,20,110,43,1,37,8,248,0.19,1,0.06,NA
"323","Signature Cocoa Mocha Hot Latte with Whole Milk ","Large","Whole","591",520,18,11,0.5,55,210,78,2,68,14,445,0.34,2,0.11,NA
"324","Signature Cocoa Mocha Hot Latte with Whole Milk ","Medium","Whole","414",400,14,9,0,45,160,60,2,52,10,337,0.26,2,0.11,NA
"325","Signature Cocoa Mocha Hot Latte with Whole Milk ","Small","Whole","295",300,11,7,0,35,110,43,1,36,7,230,0.18,1,0.06,NA
"326","Cafe con Leche ","Large",NA,"591",340,12,7,0,35,170,47,0,46,12,415,0.32,0,0,NA
"327","Cafe con Leche ","Medium",NA,"414",250,9,5,0,25,125,35,0,34,9,312,0.24,0,0,NA
"328","Cafe con Leche ","Small",NA,"295",170,6,3.5,0,20,85,23,0,23,6,208,0.16,0,0,NA
"329","Cortadito","1 Size",NA,"Value",80,1,0.5,0,5,20,16,0,16,1,35,0.03,0,0,NA
"330","Espresso with Sugar","Single Shot",NA,"Value",60,0,0,0,0,5,15,0,14,0,1,0,0,0,NA
"331","Hot Espresso","Single Shot",NA,"Value",5,0,0,0,0,5,1,0,0,0,1,0,0,0,NA
"332","Box 'O Joe","1 Small Cup",NA,"Value",5,0,0,0,0,5,0,0,0,0,6,0,0,0,NA
"333","Cafe Au Lait with Skim Milk ","Large","Nonfat","591",90,0,0,0,5,110,12,0,12,9,305,0.23,0,0,NA
"334","Cafe Au Lait with Skim Milk ","Medium","Nonfat","414",70,0,0,0,5,80,9,0,9,7,229,0.18,0,0,NA
"335","Cafe Au Lait with Skim Milk ","Small","Nonfat","295",45,0,0,0,0,55,6,0,6,4,152,0.12,0,0,NA
"336","Cafe Au Lait with Whole Milk ","Large","Whole","591",150,8,4.5,0,25,110,12,0,12,8,282,0.22,0,0,NA
"337","Cafe Au Lait with Whole Milk ","Medium","Whole","414",110,6,3.5,0,20,85,9,0,9,6,212,0.16,0,0,NA
"338","Cafe Au Lait with Whole Milk ","Small","Whole","295",80,4,2.5,0,10,55,6,0,6,4,141,0.11,0,0,NA
"339","Caramel Swirl Hot Coffee with Black ","XLarge",NA,"Value",280,0,0,0,5,95,64,0,64,4,140,0.11,0,0,NA
"340","Caramel Swirl Hot Coffee with Black ","Large",NA,"591",230,0,0,0,5,75,52,0,51,3,113,0.09,0,0,NA
"341","Caramel Swirl Hot Coffee with Black ","Medium",NA,"414",170,0,0,0,5,60,39,0,38,3,85,0.07,0,0,NA
"342","Caramel Swirl Hot Coffee with Black ","Small",NA,"295",110,0,0,0,0,40,26,0,26,2,57,0.04,0,0,NA
"343","Caramel Swirl Hot Coffee with Cream ","XLarge","Cream","Value",420,15,8,0,50,150,67,0,66,6,208,0.16,0,0,NA
"344","Caramel Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,120,53,0,53,5,167,0.13,0,0,NA
"345","Caramel Swirl Hot Coffee with Cream ","Medium","Cream","414",260,9,4.5,0,30,90,40,0,40,4,126,0.1,0,0,NA
"346","Caramel Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,60,27,0,26,3,84,0.06,0,0,NA
"347","French Vanilla Swirl Hot Coffee ","XLarge",NA,"Value",280,0,0,0,5,85,64,0,61,4,116,0.09,0,0,NA
"348","French Vanilla Swirl Hot Coffee ","Large",NA,"591",220,0,0,0,5,70,51,0,49,3,93,0.07,0,0,NA
"349","French Vanilla Swirl Hot Coffee ","Medium",NA,"414",170,0,0,0,5,50,38,0,37,2,71,0.05,0,0,NA
"350","French Vanilla Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,35,26,0,24,2,48,0.04,0,0,NA
"351","French Vanilla Swirl Hot Coffee with Cream ","XLarge","Cream","Value",420,15,8,0,50,135,66,0,63,6,184,0.14,0,0,NA
"352","French Vanilla Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,110,53,0,50,5,147,0.11,0,0,NA
"353","French Vanilla Swirl Hot Coffee with Cream ","Medium","Cream","414",250,9,4.5,0,30,85,40,0,38,4,111,0.09,0,0,NA
"354","French Vanilla Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,55,26,0,25,2,75,0.06,0,0,NA
"355","Hazelnut Swirl Hot Coffee ","XLarge",NA,"Value",280,0,0,0,5,85,64,0,61,4,116,0.09,0,0,NA
"356","Hazelnut Swirl Hot Coffee ","Large",NA,"591",220,0,0,0,5,70,51,0,49,3,93,0.07,0,0,NA
"357","Hazelnut Swirl Hot Coffee ","Medium",NA,"414",170,0,0,0,5,50,38,0,37,2,71,0.05,0,0,NA
"358","Hazelnut Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,35,26,0,24,2,48,0.04,0,0,NA
"359","Hazelnut Swirl Hot Coffee with Cream ","XLarge","Cream","Value",420,15,8,0,50,135,66,0,63,6,184,0.14,0,0,NA
"360","Hazelnut Swirl Hot Coffee with Cream ","Large","Cream","591",340,12,6,0,40,110,53,0,50,5,147,0.11,0,0,NA
"361","Hazelnut Swirl Hot Coffee with Cream ","Medium","Cream","414",250,9,4.5,0,30,85,40,0,38,4,111,0.09,0,0,NA
"362","Hazelnut Swirl Hot Coffee with Cream ","Small","Cream","295",170,6,3,0,20,55,27,0,25,2,75,0.06,0,0,NA
"363","Hot Coffee ","XLarge",NA,"Value",5,0,0,0,0,15,0,0,0,1,13,0.01,0,0,NA
"364","Hot Coffee ","Large",NA,"591",5,0,0,0,0,10,0,0,0,1,11,0.01,0,0,NA
"365","Hot Coffee ","Medium",NA,"414",5,0,0,0,0,10,0,0,0,1,8,0.01,0,0,NA
"366","Hot Coffee ","Small",NA,"295",5,0,0,0,0,5,0,0,0,0,6,0,0,0,NA
"367","Hot Coffee with AlmondMilk ","XLarge","Almond","Value",45,1.5,0,0,0,85,7,0,7,1,243,0.19,0,0,NA
"368","Hot Coffee with AlmondMilk ","Large","Almond","591",35,1,0,0,0,65,5,0,5,1,183,0.14,0,0,NA
"369","Hot Coffee with AlmondMilk ","Medium","Almond","414",25,0.5,0,0,0,45,4,0,3,1,123,0.09,0,0,NA
"370","Hot Coffee with AlmondMilk ","Small","Almond","295",15,0,0,0,0,25,2,0,2,0,63,0.05,0,0,NA
"371","Hot Coffee with Cream ","XLarge","Cream","Value",150,15,8,0,45,65,2,0,2,3,80,0.06,0,0,NA
"372","Hot Coffee with Cream ","Large","Cream","591",120,12,6,0,35,55,2,0,2,2,64,0.05,0,0,NA
"373","Hot Coffee with Cream ","Medium","Cream","414",90,9,4.5,0,25,40,1,0,1,2,49,0.04,0,0,NA
"374","Hot Coffee with Cream ","Small","Cream","295",60,6,3,0,20,30,1,0,1,1,33,0.03,0,0,NA
"375","Hot Coffee with Cream and Sugar ","XLarge","Cream","Value",320,15,8,0,45,65,46,0,46,3,80,0.06,0,0,NA
"376","Hot Coffee with Cream and Sugar ","Large","Cream","591",260,12,6,0,35,55,37,0,36,2,65,0.05,0,0,NA
"377","Hot Coffee with Cream and Sugar ","Medium","Cream","414",190,9,4.5,0,25,40,27,0,27,2,49,0.04,0,0,NA
"378","Hot Coffee with Cream and Sugar ","Small","Cream","295",130,6,3,0,20,30,18,0,18,1,34,0.03,0,0,NA
"379","Hot Coffee with Skim Milk ","XLarge","Nonfat","Value",30,0,0,0,0,45,4,0,4,3,105,0.08,0,0,NA
"380","Hot Coffee with Skim Milk ","Large","Nonfat","591",25,0,0,0,0,35,3,0,3,3,84,0.06,0,0,NA
"381","Hot Coffee with Skim Milk ","Medium","Nonfat","414",20,0,0,0,0,25,2,0,2,2,64,0.05,0,0,NA
"382","Hot Coffee with Skim Milk ","Small","Nonfat","295",15,0,0,0,0,20,2,0,2,1,43,0.03,0,0,NA
"383","Hot Coffee with Skim Milk and Sugar ","XLarge","Nonfat","Value",200,0,0,0,0,45,47,0,47,3,105,0.08,0,0,NA
"384","Hot Coffee with Skim Milk and Sugar ","Large","Nonfat","591",160,0,0,0,0,35,38,0,38,3,85,0.07,0,0,NA
"385","Hot Coffee with Skim Milk and Sugar ","Medium","Nonfat","414",120,0,0,0,0,25,28,0,28,2,64,0.05,0,0,NA
"386","Hot Coffee with Skim Milk and Sugar ","Small","Nonfat","295",80,0,0,0,0,20,19,0,19,1,43,0.03,0,0,NA
"387","Hot Coffee with Sugar ","XLarge",NA,"Value",170,0,0,0,0,15,44,0,43,1,13,0.01,0,0,NA
"388","Hot Coffee with Sugar ","Large",NA,"591",140,0,0,0,0,10,35,0,35,1,11,0.01,0,0,NA
"389","Hot Coffee with Sugar ","Medium",NA,"414",110,0,0,0,0,10,26,0,26,1,9,0.01,0,0,NA
"390","Hot Coffee with Sugar ","Small",NA,"295",70,0,0,0,0,5,17,0,17,0,7,0.01,0,0,NA
"391","Hot Coffee with Whole Milk ","XLarge","Whole","Value",50,2.5,1.5,0,10,45,4,0,4,3,98,0.08,0,0,NA
"392","Hot Coffee with Whole Milk ","Large","Whole","591",40,2,1,0,5,35,3,0,3,2,78,0.06,0,0,NA
"393","Hot Coffee with Whole Milk ","Medium","Whole","414",30,1.5,1,0,5,25,2,0,2,2,59,0.05,0,0,NA
"394","Hot Coffee with Whole Milk ","Small","Whole","295",20,1,0.5,0,5,20,1,0,1,1,40,0.03,0,0,NA
"395","Hot Coffee with Whole Milk and Sugar ","XLarge","Whole","Value",220,2.5,1.5,0,10,45,47,0,47,3,98,0.08,0,0,NA
"396","Hot Coffee with Whole Milk and Sugar ","Large","Whole","591",190,2,1,0,5,35,42,0,42,2,79,0.06,0,0,NA
"397","Hot Coffee with Whole Milk and Sugar ","Medium","Whole","414",130,1.5,1,0,5,30,28,0,28,2,60,0.05,0,0,NA
"398","Hot Coffee with Whole Milk and Sugar ","Small","Whole","295",90,1,0.5,0,5,20,19,0,19,1,40,0.03,0,0,NA
"399","Mocha Swirl Hot Coffee ","XLarge",NA,"Value",260,1,0.5,0,0,45,63,3,57,3,25,0.02,2,0.11,NA
"400","Mocha Swirl Hot Coffee ","Large",NA,"591",210,1,0,0,0,40,50,2,46,2,20,0.02,2,0.11,NA
"401","Mocha Swirl Hot Coffee ","Medium",NA,"414",160,0.5,0,0,0,30,38,2,34,2,16,0.01,1,0.06,NA
