"","NAME","SIZE","MILK","SERVING_SIZE_ml","CALORIES","TOTAL_FAT_g","SATURATED_FAT_g","TRANS_FAT_g","CHOLESTEROL_mg","SODIUM_mg","TOTAL_CARB_g","DIETARY_FIBER_g","SUGAR_g","PROTEIN_g","CALCIUM_mg","CALCIUM_pcdv","IRON_mg","IRON_pcdv","CAFFEINE_mg"
"402","Mocha Swirl Hot Coffee ","Small",NA,"295",110,0,0,0,0,20,25,1,23,1,11,0.01,1,0.06,NA
"403","Mocha Swirl Hot Coffee with Cream ","XLarge","Cream","Value",410,15,8,0,45,100,65,3,59,5,92,0.07,2,0.11,NA
"404","Mocha Swirl Hot Coffee with Cream ","Large","Cream","591",330,12,7,0,35,80,52,2,47,4,74,0.06,2,0.11,NA
"405","Mocha Swirl Hot Coffee with Cream ","Medium","Cream","414",240,9,5,0,25,60,39,2,35,3,56,0.04,1,0.06,NA
"406","Mocha Swirl Hot Coffee with Cream ","Small","Cream","295",160,6,3.5,0,20,40,26,1,24,2,38,0.03,1,0.06,NA
"407","Box 'O Joe(R) Hot Chocolate","1 Small Cup",NA,"Value",220,7,6,0,0,210,40,2,32,2,34,0.03,0,0,NA
"408","Dunkaccino ","XLarge",NA,"Value",540,23,19,0,10,510,80,1,58,4,102,0.08,1,0.06,NA
"409","Dunkaccino ","Large",NA,"591",490,21,17,0,10,470,73,1,53,4,94,0.07,1,0.06,NA
"410","Dunkaccino ","Medium",NA,"414",350,15,12,0,5,340,52,1,38,3,67,0.05,0,0,NA
"411","Dunkaccino ","Small",NA,"295",240,10,8,0,5,230,36,0,26,2,46,0.04,0,0,NA
"412","French Vanilla Dunkaccino(R) ","XLarge",NA,"Value",570,26,21,0,10,570,86,1,62,4,80,0.06,1,0.06,NA
"413","French Vanilla Dunkaccino(R) ","Large",NA,"591",470,21,17,0,10,460,70,1,50,3,65,0.05,1,0.06,NA
"414","French Vanilla Dunkaccino(R) ","Medium",NA,"414",350,16,13,0,5,350,53,1,38,2,49,0.04,0,0,NA
"415","French Vanilla Dunkaccino(R) ","Small",NA,"295",230,10,8,0,5,230,35,0,25,2,33,0.03,0,0,NA
"416","Hot Chocolate with Espresso Shot ","Large",NA,"591",400,12,11,0,0,390,71,3,55,3,61,0.05,1,0.06,NA
"417","Hot Chocolate with Espresso Shot ","Medium",NA,"414",280,9,8,0,0,280,51,2,39,2,43,0.03,0,0,NA
"418","Hot Chocolate with Espresso Shot ","Small",NA,"295",190,6,5,0,0,190,35,1,27,2,30,0.02,0,0,NA
"419","Mint Hot Chocolate ","XLarge",NA,"Value",490,16,14,0,0,430,87,3,70,3,39,0.03,1,0.06,NA
"420","Mint Hot Chocolate ","Large",NA,"591",400,13,12,0,0,350,72,3,57,3,32,0.02,0,0,NA
"421","Mint Hot Chocolate ","Medium",NA,"414",300,10,9,0,0,260,52,2,42,2,23,0.02,0,0,NA
"422","Mint Hot Chocolate ","Small",NA,"295",210,7,6,0,0,180,36,1,29,1,16,0.01,0,0,NA
"423","OREO Hot Chocolate ","XLarge",NA,"Value",580,13,10,0,0,630,110,4,88,7,172,0.13,5,0.28,NA
"424","OREO Hot Chocolate ","Large",NA,"591",460,10,8,0,0,500,88,3,70,6,138,0.11,4,0.22,NA
"425","OREO Hot Chocolate ","Medium",NA,"414",350,8,6,0,0,380,66,2,53,4,103,0.08,3,0.17,NA
"426","OREO Hot Chocolate ","Small",NA,"295",230,5,4,0,0,250,44,1,35,3,69,0.05,2,0.11,NA
"427","Original Hot Chocolate ","XLarge",NA,"Value",500,15,14,0,0,480,89,3,71,4,76,0.06,1,0.06,NA
"428","Original Hot Chocolate ","Large",NA,"591",460,14,13,0,0,440,82,3,65,4,70,0.05,1,0.06,NA
"429","Original Hot Chocolate ","Medium",NA,"414",330,10,9,0,0,320,59,2,46,3,50,0.04,0,0,NA
"430","Original Hot Chocolate ","Small",NA,"295",220,7,6,0,0,210,40,2,32,2,34,0.03,0,0,NA
"431","Cappuccino with Skim Milk ","Large","Nonfat","591",90,0,0,0,5,115,13,0,12,8,300,0.23,0,0,NA
"432","Cappuccino with Skim Milk ","Medium","Nonfat","414",70,0,0,0,5,85,10,0,9,6,225,0.17,0,0,NA
"433","Cappuccino with Skim Milk ","Small","Nonfat","295",45,0,0,0,0,55,7,0,6,4,150,0.12,0,0,NA
"434","Cappuccino with Skim Milk and Sugar ","Large","Nonfat","591",230,0,0,0,5,115,48,0,47,8,301,0.23,0,0,NA
"435","Cappuccino with Skim Milk and Sugar ","Medium","Nonfat","414",170,0,0,0,5,85,36,0,35,6,225,0.17,0,0,NA
"436","Cappuccino with Skim Milk and Sugar ","Small","Nonfat","295",110,0,0,0,0,55,24,0,23,4,150,0.12,0,0,NA
"437","Cappuccino with Whole Milk ","Large","Whole","591",160,8,4.5,0,25,115,13,0,12,8,277,0.21,0,0,NA
"438","Cappuccino with Whole Milk ","Medium","Whole","414",120,6,3.5,0,20,85,10,0,9,6,208,0.16,0,0,NA
"439","Cappuccino with Whole Milk ","Small","Whole","295",80,4,2.5,0,10,60,7,0,6,4,139,0.11,0,0,NA
"440","Cappuccino with Whole Milk and Sugar ","Large","Whole","591",290,8,4.5,0,25,115,48,0,46,8,278,0.21,0,0,NA
"441","Cappuccino with Whole Milk and Sugar ","Medium","Whole","414",220,6,3.5,0,20,85,36,0,35,6,208,0.16,0,0,NA
"442","Cappuccino with Whole Milk and Sugar ","Small","Whole","295",150,4,2.5,0,10,60,24,0,23,4,139,0.11,0,0,NA
"443","Caramel Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,180,65,0,63,11,404,0.31,0,0,NA
"444","Caramel Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,135,49,0,47,8,303,0.23,0,0,NA
"445","Caramel Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",160,0,0,0,5,90,33,0,32,6,202,0.16,0,0,NA
"446","Caramel Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",380,8,4.5,0,30,180,65,0,63,11,381,0.29,0,0,NA
"447","Caramel Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,135,48,0,47,8,285,0.22,0,0,NA
"448","Caramel Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,90,32,0,31,5,190,0.15,0,0,NA
"449","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,170,65,0,61,11,384,0.3,0,0,NA
"450","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,130,48,0,46,8,288,0.22,0,0,NA
"451","French Vanilla Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",150,0,0,0,5,85,32,0,30,5,192,0.15,0,0,NA
"452","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",370,8,4.5,0,30,170,64,0,60,10,361,0.28,0,0,NA
"453","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,130,48,0,45,8,271,0.21,0,0,NA
"454","French Vanilla Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,85,32,0,30,5,181,0.14,0,0,NA
"455","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",310,0,0,0,10,170,65,0,61,11,384,0.3,0,0,NA
"456","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",230,0,0,0,5,130,49,0,46,8,288,0.22,0,0,NA
"457","Hazelnut Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",150,0,0,0,5,85,32,0,30,5,192,0.15,0,0,NA
"458","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",370,8,4.5,0,30,170,64,0,60,10,361,0.28,0,0,NA
"459","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",280,6,3.5,0,20,130,48,0,45,8,271,0.21,0,0,NA
"460","Hazelnut Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",190,4,2.5,0,15,85,32,0,30,5,181,0.14,0,0,NA
"461","Mocha Swirl Hot Cappuccino with Skim Milk ","Large","Nonfat","591",300,1,0.5,0,5,140,64,2,58,10,311,0.24,2,0.11,NA
"462","Mocha Swirl Hot Cappuccino with Skim Milk ","Medium","Nonfat","414",220,1,0.5,0,5,105,48,2,43,7,233,0.18,1,0.06,NA
"463","Mocha Swirl Hot Cappuccino with Skim Milk ","Small","Nonfat","295",150,0.5,0,0,0,70,32,1,29,5,156,0.12,1,0.06,NA
"464","Mocha Swirl Hot Cappuccino with Whole Milk ","Large","Whole","591",360,9,5,0,25,140,63,2,57,9,288,0.22,2,0.11,NA
"465","Mocha Swirl Hot Cappuccino with Whole Milk ","Medium","Whole","414",270,7,4,0,20,110,48,2,43,7,216,0.17,1,0.06,NA
"466","Mocha Swirl Hot Cappuccino with Whole Milk ","Small","Whole","295",180,4.5,2.5,0,10,70,32,1,29,5,144,0.11,1,0.06,NA
"467","Americano ","Large",NA,"591",10,0,0,0,0,30,2,0,0,0,15,0.01,0,0,NA
"468","Americano ","Medium",NA,"414",10,0,0,0,0,25,2,0,0,0,12,0.01,0,0,NA
"469","Americano ","Small",NA,"295",5,0,0,0,0,15,1,0,0,0,7,0.01,0,0,NA
"470","Frozen Dunkaccino ","Large",NA,"591",930,22,15,0,40,350,177,3,159,10,294,0.23,3,0.17,NA
"471","Frozen Dunkaccino ","Medium",NA,"414",710,17,12,0,35,260,134,3,119,8,223,0.17,2,0.11,NA
"472","Frozen Dunkaccino ","Small",NA,"295",510,13,9,0,25,180,94,2,83,5,155,0.12,1,0.06,NA
"473","Caramel Swirl Frozen Coffee with Cream ","Large","Cream","591",1120,40,22,1.5,130,290,180,0,172,10,346,0.27,2,0.11,NA
"474","Caramel Swirl Frozen Coffee with Cream ","Medium","Cream","414",860,31,17,1,100,220,139,0,132,8,267,0.21,2,0.11,NA
"475","Caramel Swirl Frozen Coffee with Cream ","Small","Cream","295",610,22,12,0.5,70,160,97,0,92,6,190,0.15,1,0.06,NA
"476","Caramel Swirl Frozen Coffee with Skim Milk ","Large","Nonfat","591",830,5,3.5,0,25,240,184,0,176,11,405,0.31,2,0.11,NA
"477","Caramel Swirl Frozen Coffee with Skim Milk ","Medium","Nonfat","414",650,4.5,3,0,25,180,142,0,135,9,312,0.24,2,0.11,NA
"478","Caramel Swirl Frozen Coffee with Skim Milk ","Small","Nonfat","295",470,4.5,3,0,20,130,99,0,94,6,220,0.17,1,0.06,NA
"479","Caramel Swirl Frozen Coffee with Whole Milk ","Large","Whole","591",880,11,7,0,40,240,184,0,175,11,388,0.3,2,0.11,NA
"480","Caramel Swirl Frozen Coffee with Whole Milk ","Medium","Whole","414",680,9,6,0,35,180,141,0,134,8,299,0.23,2,0.11,NA
"481","Caramel Swirl Frozen Coffee with Whole Milk ","Small","Whole","295",490,8,4.5,0,30,130,99,0,94,6,211,0.16,1,0.06,NA
"482","French Vanilla Swirl Frozen Coffee with Cream ","Large","Cream","591",1110,40,22,1.5,130,280,180,0,169,10,326,0.25,2,0.11,NA
"483","French Vanilla Swirl Frozen Coffee with Cream ","Medium","Cream","414",860,31,17,1,100,220,138,0,130,8,253,0.19,2,0.11,NA
"484","French Vanilla Swirl Frozen Coffee with Cream ","Small","Cream","295",610,22,12,0.5,70,150,97,0,91,6,181,0.14,1,0.06,NA
"485","French Vanilla Swirl Frozen Coffee with Skim Milk ","Large","Nonfat","591",830,5,3.5,0,25,230,184,0,173,11,386,0.3,2,0.11,NA
"486","French Vanilla Swirl Frozen Coffee with Skim Milk ","Medium","Nonfat","414",640,4.5,3,0,20,180,141,0,133,9,297,0.23,2,0.11,NA
"487","French Vanilla Swirl Frozen Coffee with Skim Milk ","Small","Nonfat","295",460,4.5,3,0,20,125,99,0,93,6,210,0.16,1,0.06,NA
"488","French Vanilla Swirl Frozen Coffee with Whole Milk ","Large","Whole","591",880,11,7,0,40,230,183,0,173,11,369,0.28,2,0.11,NA
"489","French Vanilla Swirl Frozen Coffee with Whole Milk ","Medium","Whole","414",680,9,6,0,35,180,141,0,132,8,284,0.22,2,0.11,NA
"490","French Vanilla Swirl Frozen Coffee with Whole Milk ","Small","Whole","295",490,8,4.5,0,30,125,99,0,92,6,202,0.16,1,0.06,NA
"491","Frozen Coffee with Cream ","Large","Cream","591",780,35,18,1,105,200,113,0,108,7,204,0.16,2,0.11,NA
"492","Frozen Coffee with Cream ","Medium","Cream","414",590,26,14,1,80,150,85,0,81,5,153,0.12,2,0.11,NA
"493","Frozen Coffee with Cream ","Small","Cream","295",390,17,9,0.5,55,100,57,0,54,3,102,0.08,1,0.06,NA
"494","Frozen Coffee with Skim Milk ","Large","Nonfat","591",500,0,0,0,5,150,117,0,112,8,263,0.2,2,0.11,NA
"495","Frozen Coffee with Skim Milk ","Medium","Nonfat","414",370,0,0,0,5,115,88,0,84,6,198,0.15,2,0.11,NA
"496","Frozen Coffee with Skim Milk ","Small","Nonfat","295",250,0,0,0,0,75,59,0,56,4,132,0.1,1,0.06,NA
"497","Frozen Coffee with Whole Milk ","Large","Whole","591",550,6,3.5,0,20,150,117,0,111,7,246,0.19,2,0.11,NA
"498","Frozen Coffee with Whole Milk ","Medium","Whole","414",410,4.5,2.5,0,15,115,88,0,84,5,185,0.14,2,0.11,NA
"499","Frozen Coffee with Whole Milk ","Small","Whole","295",270,3,1.5,0,10,75,58,0,56,4,123,0.09,1,0.06,NA
"500","Hazelnut Swirl Frozen Coffee with Cream ","Large","Cream","591",1110,40,22,1.5,130,280,180,0,169,10,326,0.25,2,0.11,NA
"501","Hazelnut Swirl Frozen Coffee with Cream ","Medium","Cream","414",860,31,17,1,100,220,138,0,130,8,253,0.19,2,0.11,NA
"502","Hazelnut Swirl Frozen Coffee with Cream ","Small","Cream","295",610,22,12,0.5,70,150,97,0,91,6,181,0.14,1,0.06,NA
"503","Hazelnut Swirl Frozen Coffee with Skim Milk ","Large","Nonfat","591",830,5,3.5,0,25,230,184,0,173,11,386,0.3,2,0.11,NA
"504","Hazelnut Swirl Frozen Coffee with Skim Milk ","Medium","Nonfat","414",640,4.5,3,0,20,180,141,0,133,9,297,0.23,2,0.11,NA
"505","Hazelnut Swirl Frozen Coffee with Skim Milk ","Small","Nonfat","295",470,4.5,3,0,20,125,99,0,93,6,210,0.16,1,0.06,NA
"506","Hazelnut Swirl Frozen Coffee with Whole Milk ","Large","Whole","591",880,11,7,0,40,230,184,0,173,11,369,0.28,2,0.11,NA
"507","Hazelnut Swirl Frozen Coffee with Whole Milk ","Medium","Whole","414",680,9,6,0,35,180,141,0,132,8,284,0.22,2,0.11,NA
"508","Hazelnut Swirl Frozen Coffee with Whole Milk ","Small","Whole","295",490,8,4.5,0,30,125,99,0,92,6,202,0.16,1,0.06,NA
"509","Mocha Swirl Frozen Coffee with Cream ","Large","Cream","591",1100,41,22,1.5,125,240,179,3,165,9,235,0.18,4,0.22,NA
"510","Mocha Swirl Frozen Coffee with Cream ","Medium","Cream","414",850,31,17,1,95,190,137,2,126,7,180,0.14,3,0.17,NA
"511","Mocha Swirl Frozen Coffee with Cream ","Small","Cream","295",600,22,13,0.5,70,125,97,2,88,5,126,0.1,2,0.11,NA
"512","Mocha Swirl Frozen Coffee with Skim Milk ","Large","Nonfat","591",820,6,4,0,20,190,183,3,169,10,294,0.23,4,0.22,NA
"513","Mocha Swirl Frozen Coffee with Skim Milk ","Medium","Nonfat","414",630,5,3.5,0,20,150,140,2,129,8,224,0.17,3,0.17,NA
"514","Mocha Swirl Frozen Coffee with Skim Milk ","Small","Nonfat","295",460,5,3.5,0,15,100,99,2,90,5,155,0.12,2,0.11,NA
"515","Mocha Swirl Frozen Coffee with Whole Milk ","Large","Whole","591",870,12,7,0,35,190,183,3,169,9,277,0.21,4,0.22,NA
"516","Mocha Swirl Frozen Coffee with Whole Milk ","Medium","Whole","414",670,10,6,0,30,150,140,2,129,7,211,0.16,3,0.17,NA
"517","Mocha Swirl Frozen Coffee with Whole Milk ","Small","Whole","295",480,8,5,0,25,100,98,2,90,5,147,0.11,2,0.11,NA
"518","Caramel Swirl Frozen Chocolate ","Large",NA,"591",900,17,12,0,40,380,176,1,165,11,392,0.3,0,0,NA
"519","Caramel Swirl Frozen Chocolate ","Medium",NA,"414",700,14,10,0,35,290,135,1,126,9,302,0.23,0,0,NA
"520","Caramel Swirl Frozen Chocolate ","Small",NA,"295",500,11,8,0,30,200,95,1,88,6,213,0.16,0,0,NA
"521","French Vanilla Swirl Frozen Chocolate ","Large",NA,"591",900,17,12,0,40,370,175,1,162,11,372,0.29,0,0,NA
"522","French Vanilla Swirl Frozen Chocolate ","Medium",NA,"414",700,14,10,0,35,280,135,1,124,9,287,0.22,0,0,NA
"523","French Vanilla Swirl Frozen Chocolate ","Small",NA,"295",500,11,8,0,30,190,95,1,87,6,204,0.16,0,0,NA
"524","Frozen Chocolate ","Large",NA,"591",890,18,13,0,35,330,175,4,158,10,281,0.22,2,0.11,NA
"525","Frozen Chocolate ","Medium",NA,"414",690,15,10,0,30,250,134,3,121,7,214,0.16,2,0.11,NA
"526","Frozen Chocolate ","Small",NA,"295",490,11,8,0,25,170,94,2,84,5,149,0.11,1,0.06,NA
"527","Hazelnut Swirl Frozen Chocolate ","Large",NA,"591",900,17,12,0,40,370,176,1,162,11,372,0.29,0,0,NA
"528","Hazelnut Swirl Frozen Chocolate ","Medium",NA,"414",700,14,10,0,35,280,135,1,124,9,287,0.22,0,0,NA
"529","Hazelnut Swirl Frozen Chocolate ","Small",NA,"295",500,11,8,0,30,190,95,1,87,6,204,0.16,0,0,NA
"530","Blue Raspberry Dunkin' Energy Punch Powered by Monster Energy","Large",NA,"591",420,0,0,0,0,460,102,0,96,0,12,0.01,0,0,NA
"531","Strawberry Dunkin' Energy Punch Powered by Monster Energy","Large",NA,"591",430,0,0,0,0,420,106,1,96,0,19,0.01,0,0,NA
"532","Blue Raspberry Coolatta ","Large",NA,"591",460,0,0,0,0,60,112,0,110,0,24,0.02,0,0,NA
"533","Blue Raspberry Coolatta ","Medium",NA,"414",350,0,0,0,0,45,84,0,83,0,18,0.01,0,0,NA
"534","Blue Raspberry Coolatta ","Small",NA,"295",230,0,0,0,0,30,56,0,55,0,10,0.01,0,0,NA
"535","Strawberry Coolatta ","Large",NA,"591",470,0,0,0,0,25,115,1,110,0,32,0.02,0,0,NA
"536","Strawberry Coolatta ","Medium",NA,"414",350,0,0,0,0,15,86,1,83,0,24,0.02,0,0,NA
"537","Strawberry Coolatta ","Small",NA,"295",240,0,0,0,0,10,57,1,55,0,16,0.01,0,0,NA
"538","Vanilla Bean Coolatta ","Large",NA,"591",790,6,3.5,0,20,320,172,0,167,10,379,0.29,0,0,NA
"539","Vanilla Bean Coolatta ","Medium",NA,"414",590,4.5,2.5,0,15,240,129,0,125,7,284,0.22,0,0,NA
"540","Vanilla Bean Coolatta ","Small",NA,"295",390,3,1.5,0,10,160,86,0,83,5,190,0.15,0,0,NA
"541","Cold Brew Coffee ","Large",NA,"591",5,0,0,0,0,20,0,0,0,1,21,0.02,0,0,NA
"542","Cold Brew Coffee ","Medium",NA,"414",5,0,0,0,0,15,0,0,0,0,15,0.01,0,0,NA
"543","Cold Brew Coffee ","Small",NA,"295",5,0,0,0,0,10,0,0,0,0,11,0.01,0,0,NA
"544","Cold Brew Coffee with Cream ","Large","Cream","591",120,12,6,0,35,65,2,0,2,2,75,0.06,0,0,NA
"545","Cold Brew Coffee with Cream ","Medium","Cream","414",90,9,4.5,0,25,45,1,0,1,2,55,0.04,0,0,NA
"546","Cold Brew Coffee with Cream ","Small","Cream","295",60,6,3,0,20,30,1,0,1,1,37,0.03,0,0,NA
"547","Cold Brew Coffee with Cream and Sugar ","Large","Cream","591",260,12,6,0,35,65,37,0,36,2,75,0.06,0,0,NA
"548","Cold Brew Coffee with Cream and Sugar ","Medium","Cream","414",190,9,4.5,0,25,45,27,0,27,2,55,0.04,0,0,NA
"549","Cold Brew Coffee with Cream and Sugar ","Small","Cream","295",130,6,3,0,20,30,18,0,18,1,38,0.03,0,0,NA
"550","Nitro Cold Brew Coffee ","Small",NA,"295",5,0,0,0,0,5,0,0,0,0,6,0,0,0,NA
