NAME,SIZE,ROAST,MILK,WHIP,SERVING_SIZE_ml,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,VIT_A_pcdv,VIT_C_pcdv,CALCIUM_pcdv,IRON_pcdv,CAFFEINE_mg,CALS,PRICE
Flat White,Grande,NA,Coconut,NA,473,130,8,7,0,0,140,14,0,11,1,0,0,0,0,195,220,4.75
Flat White,Venti,NA,Nonfat,NA,591,170,0.4,0.3,0,10,190,24,0,23,16,0.3,0,0.5,0,195,290,5.25
Flat White,Venti,NA,2%,NA,591,240,9,6,0.4,35,220,24,0,22,16,0.25,0.02,0.5,0,195,290,5.25
Flat White,Venti,NA,Whole,NA,591,290,15,9,0.4,45,200,24,0,22,15,0.2,0,0.45,0,195,290,5.25
Flat White,Venti,NA,Soy,NA,591,190,7,1,0,0,170,16,2,11,13,0.2,0,0.5,0.25,195,290,5.25
Flat White,Venti,NA,Coconut,NA,591,170,10,10,0,0,190,18,0,15,2,0,0,0,0,195,290,5.25
White Chocolate Mocha,Short,NA,Nonfat,FALSE,236,180,3,2.5,0,5,115,30,0,29,7,0.08,0,0.2,0,75,230,4.55
White Chocolate Mocha,Short,NA,Nonfat,TRUE,236,230,8,6,0.2,25,120,32,0,30,7,0.15,0,0.25,0,75,230,4.55
White Chocolate Mocha,Short,NA,2%,FALSE,236,200,6,3.5,0.1,15,120,30,0,29,7,0.08,0.02,0.2,0,75,230,4.55
White Chocolate Mocha,Short,NA,2%,TRUE,236,250,11,7,0.2,35,125,32,0,30,7,0.15,0.02,0.25,0,75,230,4.55
White Chocolate Mocha,Short,NA,Whole,FALSE,236,210,8,5,0.1,15,115,30,0,29,7,0.06,0,0.2,0,75,230,4.55
White Chocolate Mocha,Short,NA,Whole,TRUE,236,270,13,8,0.3,35,120,32,0,30,7,0.15,0,0.2,0,75,230,4.55
White Chocolate Mocha,Short,NA,Soy,FALSE,236,180,5,2.5,0,5,105,28,1,25,6,0.06,0,0.2,0.08,75,230,4.55
White Chocolate Mocha,Short,NA,Soy,TRUE,236,230,10,6,0.2,20,110,29,1,26,6,0.1,0,0.25,0.08,75,230,4.55
White Chocolate Mocha,Short,NA,Coconut,FALSE,236,180,6,5,0,5,115,28,0,27,3,0,0,0.06,0,75,230,4.55
White Chocolate Mocha,Short,NA,Coconut,TRUE,236,230,11,9,0.2,20,120,30,0,28,3,0.06,0,0.08,0,75,230,4.55
White Chocolate Mocha,Tall,NA,Nonfat,FALSE,354,270,4.5,3.5,0,10,180,46,0,45,11,0.15,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Nonfat,FALSE,354,270,4.5,3.5,0,10,180,46,0,45,11,0.15,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,Nonfat,TRUE,354,330,10,7,0.2,30,190,48,0,46,12,0.2,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Nonfat,TRUE,354,330,10,7,0.2,30,190,48,0,46,12,0.2,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,2%,FALSE,354,300,9,6,0.1,25,190,46,0,44,11,0.15,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,2%,FALSE,354,300,9,6,0.1,25,190,46,0,44,11,0.15,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,2%,TRUE,354,370,15,10,0.3,45,200,47,0,46,11,0.2,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,2%,TRUE,354,370,15,10,0.3,45,200,47,0,46,11,0.2,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,Whole,FALSE,354,330,12,8,0.2,30,180,46,0,44,11,0.1,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Whole,FALSE,354,330,12,8,0.2,30,180,46,0,44,11,0.1,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,Whole,TRUE,354,390,18,12,0.4,50,190,47,0,46,11,0.2,0.02,0.35,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Whole,TRUE,354,390,18,12,0.4,50,190,47,0,46,11,0.2,0.02,0.35,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,Soy,FALSE,354,280,8,4,0,5,170,41,1,38,10,0.1,0.02,0.35,0.1,75,340,4.65
White Chocolate Mocha,Tall,NA,Soy,FALSE,354,280,8,4,0,5,170,41,1,38,10,0.1,0.02,0.35,0.1,75,NA,3.75
White Chocolate Mocha,Tall,NA,Soy,TRUE,354,340,14,8,0.2,25,170,43,1,40,10,0.15,0.02,0.35,0.1,75,340,4.65
White Chocolate Mocha,Tall,NA,Soy,TRUE,354,340,14,8,0.2,25,170,43,1,40,10,0.15,0.02,0.35,0.1,75,NA,3.75
White Chocolate Mocha,Tall,NA,Coconut,FALSE,354,270,10,9,0,5,180,42,0,41,4,0,0.02,0.1,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Coconut,FALSE,354,270,10,9,0,5,180,42,0,41,4,0,0.02,0.1,0,75,NA,3.75
White Chocolate Mocha,Tall,NA,Coconut,TRUE,354,330,16,12,0.2,25,180,44,0,43,4,0.06,0.02,0.1,0,75,340,4.65
White Chocolate Mocha,Tall,NA,Coconut,TRUE,354,330,16,12,0.2,25,180,44,0,43,4,0.06,0.02,0.1,0,75,NA,3.75
White Chocolate Mocha,Grande,NA,Nonfat,FALSE,473,350,6,4.5,0,10,230,61,0,58,14,0.2,0.02,0.45,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Nonfat,FALSE,473,350,6,4.5,0,10,230,61,0,58,14,0.2,0.02,0.45,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,Nonfat,TRUE,473,420,13,9,0.2,35,240,63,0,60,15,0.25,0.02,0.45,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Nonfat,TRUE,473,420,13,9,0.2,35,240,63,0,60,15,0.25,0.02,0.45,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,2%,FALSE,473,400,11,7,0.2,30,240,60,0,58,14,0.15,0.02,0.45,0,150,430,4.95
White Chocolate Mocha,Grande,NA,2%,FALSE,473,400,11,7,0.2,30,240,60,0,58,14,0.15,0.02,0.45,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,2%,TRUE,473,470,18,12,0.4,55,250,62,0,59,14,0.25,0.02,0.45,0,150,430,4.95
White Chocolate Mocha,Grande,NA,2%,TRUE,473,470,18,12,0.4,55,250,62,0,59,14,0.25,0.02,0.45,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,Whole,FALSE,473,430,15,10,0.3,35,230,60,0,58,14,0.15,0.02,0.4,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Whole,FALSE,473,430,15,10,0.3,35,230,60,0,58,14,0.15,0.02,0.4,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,Whole,TRUE,473,500,22,14,0.5,60,240,62,0,59,14,0.2,0.02,0.45,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Whole,TRUE,473,500,22,14,0.5,60,240,62,0,59,14,0.2,0.02,0.45,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,Soy,FALSE,473,360,10,5,0,5,210,55,1,51,12,0.1,0.02,0.45,0.15,150,430,4.95
White Chocolate Mocha,Grande,NA,Soy,FALSE,473,360,10,5,0,5,210,55,1,51,12,0.1,0.02,0.45,0.15,150,NA,4.45
White Chocolate Mocha,Grande,NA,Soy,TRUE,473,430,17,10,0.2,30,220,57,1,52,13,0.2,0.02,0.45,0.15,150,430,4.95
White Chocolate Mocha,Grande,NA,Soy,TRUE,473,430,17,10,0.2,30,220,57,1,52,13,0.2,0.02,0.45,0.15,150,NA,4.45
White Chocolate Mocha,Grande,NA,Coconut,FALSE,473,350,12,11,0,5,230,56,0,54,5,0,0.02,0.1,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Coconut,FALSE,473,350,12,11,0,5,230,56,0,54,5,0,0.02,0.1,0,150,NA,4.45
White Chocolate Mocha,Grande,NA,Coconut,TRUE,473,420,19,15,0.2,30,230,58,0,56,6,0.08,0.02,0.15,0,150,430,4.95
White Chocolate Mocha,Grande,NA,Coconut,TRUE,473,420,19,15,0.2,30,230,58,0,56,6,0.08,0.02,0.15,0,150,NA,4.45
White Chocolate Mocha,Venti,NA,Nonfat,FALSE,591,440,7,6,0,15,300,77,0,74,18,0.25,0.02,0.6,0.02,150,530,5.45
White Chocolate Mocha,Venti,NA,Nonfat,FALSE,591,440,7,6,0,15,300,77,0,74,18,0.25,0.02,0.6,0.02,150,NA,4.75
White Chocolate Mocha,Venti,NA,Nonfat,TRUE,591,510,14,10,0.2,40,300,79,0,76,19,0.3,0.02,0.6,0.02,150,530,5.45
White Chocolate Mocha,Venti,NA,Nonfat,TRUE,591,510,14,10,0.2,40,300,79,0,76,19,0.3,0.02,0.6,0.02,150,NA,4.75
White Chocolate Mocha,Venti,NA,2%,FALSE,591,500,15,10,0.2,35,320,76,0,74,18,0.2,0.04,0.6,0,150,530,5.45
White Chocolate Mocha,Venti,NA,2%,FALSE,591,500,15,10,0.2,35,320,76,0,74,18,0.2,0.04,0.6,0,150,NA,4.75
White Chocolate Mocha,Venti,NA,2%,TRUE,591,580,22,14,0.4,65,320,78,0,75,19,0.3,0.04,0.6,0.02,150,530,5.45
White Chocolate Mocha,Venti,NA,2%,TRUE,591,580,22,14,0.4,65,320,78,0,75,19,0.3,0.04,0.6,0.02,150,NA,4.75
White Chocolate Mocha,Venti,NA,Whole,FALSE,591,550,20,13,0.4,45,300,76,0,74,18,0.2,0.02,0.6,0.02,150,530,5.45
White Chocolate Mocha,Venti,NA,Whole,FALSE,591,550,20,13,0.4,45,300,76,0,74,18,0.2,0.02,0.6,0.02,150,NA,4.75
White Chocolate Mocha,Venti,NA,Whole,TRUE,591,620,27,17,0.5,70,310,78,0,75,18,0.25,0.02,0.6,0.02,150,530,5.45
White Chocolate Mocha,Venti,NA,Whole,TRUE,591,620,27,17,0.5,70,310,78,0,75,18,0.25,0.02,0.6,0.02,150,NA,4.75
White Chocolate Mocha,Venti,NA,Soy,FALSE,591,460,13,6,0,5,270,69,1,64,16,0.15,0.02,0.6,0.2,150,530,5.45
White Chocolate Mocha,Venti,NA,Soy,FALSE,591,460,13,6,0,5,270,69,1,64,16,0.15,0.02,0.6,0.2,150,NA,4.75
White Chocolate Mocha,Venti,NA,Soy,TRUE,591,530,20,11,0.2,30,280,71,1,65,16,0.25,0.02,0.6,0.2,150,530,5.45
White Chocolate Mocha,Venti,NA,Soy,TRUE,591,530,20,11,0.2,30,280,71,1,65,16,0.25,0.02,0.6,0.2,150,NA,4.75
White Chocolate Mocha,Venti,NA,Coconut,FALSE,591,450,16,14,0,5,290,71,0,68,6,0,0.02,0.15,0,150,530,5.45
White Chocolate Mocha,Venti,NA,Coconut,FALSE,591,450,16,14,0,5,290,71,0,68,6,0,0.02,0.15,0,150,NA,4.75
White Chocolate Mocha,Venti,NA,Coconut,TRUE,591,520,23,18,0.2,30,300,73,0,70,7,0.08,0.02,0.15,0,150,530,5.45
White Chocolate Mocha,Venti,NA,Coconut,TRUE,591,520,23,18,0.2,30,300,73,0,70,7,0.08,0.02,0.15,0,150,NA,4.75
Iced White Chocolate Mocha,Tall,NA,Nonfat,FALSE,354,230,4.5,3.5,0,5,135,41,0,40,8,0.08,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Nonfat,TRUE,354,310,12,8,0.2,35,150,43,0,41,8,0.15,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,2%,FALSE,354,250,7,5,0.1,15,140,41,0,39,8,0.08,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,2%,TRUE,354,330,15,10,0.3,45,150,43,0,41,8,0.15,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Whole,FALSE,354,270,9,6,0.1,15,140,41,0,39,7,0.06,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Whole,TRUE,354,350,17,11,0.4,45,150,43,0,41,8,0.15,0.02,0.25,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Soy,FALSE,354,240,6,3.5,0,5,130,38,1,36,7,0.06,0.02,0.25,0.08,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Soy,TRUE,354,320,14,9,0.2,35,140,41,1,38,7,0.15,0.02,0.25,0.08,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Coconut,FALSE,354,230,7,6,0,5,135,39,0,37,3,0,0.02,0.1,0,75,310,4.65
Iced White Chocolate Mocha,Tall,NA,Coconut,TRUE,354,310,15,11,0.2,35,140,41,0,39,4,0.1,0.02,0.1,0,75,310,4.65
Iced White Chocolate Mocha,Grande,NA,Nonfat,FALSE,473,310,6,4.5,0,10,170,54,0,52,10,0.1,0.02,0.3,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Nonfat,TRUE,473,420,17,12,0.3,50,190,58,0,55,11,0.25,0.02,0.35,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,2%,FALSE,473,330,9,6,0.1,20,180,54,0,52,10,0.1,0.02,0.3,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,2%,TRUE,473,450,20,13,0.4,60,200,57,0,54,11,0.2,0.02,0.3,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Whole,FALSE,473,350,11,8,0.2,20,180,54,0,52,10,0.08,0.02,0.3,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Whole,TRUE,473,470,22,15,0.5,65,190,57,0,54,10,0.2,0.02,0.3,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Soy,FALSE,473,320,8,5,0,5,170,51,1,48,9,0.06,0.02,0.3,0.1,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Soy,TRUE,473,430,19,12,0.3,45,180,55,1,50,10,0.2,0.02,0.35,0.1,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Coconut,FALSE,473,310,9,8,0,5,170,52,0,49,5,0,0.02,0.1,0,150,420,4.95
Iced White Chocolate Mocha,Grande,NA,Coconut,TRUE,473,420,20,15,0.3,45,180,55,0,52,5,0.15,0.02,0.15,0,150,420,4.95
Iced White Chocolate Mocha,Venti,NA,Nonfat,FALSE,709,450,9,7,0,10,260,81,0,77,14,0.15,0.02,0.45,0,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Nonfat,TRUE,709,570,20,14,0.3,55,270,84,0,80,15,0.25,0.02,0.45,0.02,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,2%,FALSE,709,490,13,9,0.1,25,270,80,0,77,14,0.15,0.04,0.45,0,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,2%,TRUE,709,600,24,16,0.5,65,280,84,0,79,15,0.25,0.04,0.45,0,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Whole,FALSE,709,520,16,11,0.2,30,260,80,0,77,14,0.1,0.02,0.4,0,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Whole,TRUE,709,630,27,18,0.5,70,270,84,0,79,15,0.25,0.02,0.45,0.02,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Soy,FALSE,709,470,12,7,0,10,250,77,1,71,13,0.1,0.02,0.45,0.1,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Soy,TRUE,709,580,23,14,0.3,50,260,80,1,74,14,0.2,0.02,0.45,0.1,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Coconut,FALSE,709,450,13,12,0,10,250,77,0,73,7,0,0.02,0.2,0,225,560,5.65
Iced White Chocolate Mocha,Venti,NA,Coconut,TRUE,709,570,25,19,0.3,50,260,80,0,76,8,0.15,0.02,0.2,0,225,560,5.65
Iced Black Tea,Tall,NA,NA,NA,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20-25,0,2.45
Iced Black Tea,Grande,NA,NA,NA,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,25-30,0,2.95
Iced Black Tea,Venti,NA,NA,NA,709,120,0,0,0,0,15,30,0,30,0,0,0,0.02,0,40-45,0,3.25
Iced Black Tea,Trenta,NA,NA,NA,887,140,0,0,0,0,20,35,0,34,0,0,0,0.02,0,50-55,0,3.65
Iced Black Tea Lemonade,Tall,NA,NA,NA,354,90,0,0,0,0,5,24,0,24,0.1,0,0.1,0,0,20-25,35,2.95
Iced Black Tea Lemonade,Grande,NA,NA,NA,473,120,0,0,0,0,5,32,0,32,0.1,0,0.15,0,0,25-30,50,3.45
Iced Black Tea Lemonade,Venti,NA,NA,NA,709,190,0,0,0,0,10,48,0,47,0.1,0,0.2,0.02,0,40-45,70,3.95
Iced Black Tea Lemonade,Trenta,NA,NA,NA,887,220,0,0,0,0,10,58,0,57,0.1,0,0.25,0.02,0,50-55,90,4.45
Chai Tea Latte,Short,NA,Nonfat,NA,236,100,0.1,0.1,0,0,50,22,0,21,4,0.06,0,0.1,0,50,120,3.85
Chai Tea Latte,Short,NA,2%,NA,236,120,2,1,0.1,10,55,22,0,21,4,0.06,0,0.1,0,50,120,3.85
Chai Tea Latte,Short,NA,Whole,NA,236,130,3.5,2,0.1,10,55,22,0,21,4,0.06,0,0.1,0,50,120,3.85
Chai Tea Latte,Short,NA,Soy,NA,236,110,1.5,0.2,0,0,45,20,0,18,3,0.04,0,0.1,0.06,50,120,3.85
Chai Tea Latte,Short,NA,Coconut,NA,236,100,2.5,2.5,0,0,50,21,0,19,1,0,0,0,0,50,120,3.85
Chai Tea Latte,Tall,NA,Nonfat,NA,354,160,0.2,0.1,0,5,80,34,0,32,6,0.1,0,0.2,0.02,70,190,3.95
Chai Tea Latte,Tall,NA,2%,NA,354,190,3.5,1.5,0.1,15,90,34,0,32,6,0.1,0,0.2,0.02,70,190,3.95
Chai Tea Latte,Tall,NA,Whole,NA,354,200,6,3,0.2,15,80,34,0,32,6,0.08,0,0.2,0.02,70,190,3.95
Chai Tea Latte,Tall,NA,Soy,NA,354,160,2.5,0.3,0,0,70,31,1,28,5,0.06,0,0.2,0.1,70,190,3.95
Chai Tea Latte,Tall,NA,Coconut,NA,354,160,3.5,3.5,0,0,75,31,0,29,1,0,0,0,0.02,70,190,3.95
Chai Tea Latte,Grande,NA,Nonfat,NA,473,210,0.2,0.1,0,5,105,45,0,43,8,0.15,0,0.25,0.02,95,240,4.65
Chai Tea Latte,Grande,NA,2%,NA,473,240,4.5,2,0.1,20,115,45,0,42,8,0.1,0,0.25,0.02,95,240,4.65
Chai Tea Latte,Grande,NA,Whole,NA,473,270,7,4,0.2,20,105,45,0,42,7,0.1,0,0.25,0.02,95,240,4.65
Chai Tea Latte,Grande,NA,Soy,NA,473,220,3.5,0.4,0,0,90,41,1,37,6,0.08,0,0.25,0.1,95,240,4.65
Chai Tea Latte,Grande,NA,Coconut,NA,473,210,4.5,4.5,0,0,95,41,0,39,1,0,0,0,0.02,95,240,4.65
Chai Tea Latte,Venti,NA,Nonfat,NA,591,260,0.3,0.2,0,5,135,57,0,54,10,0.15,0,0.35,0.02,120,310,4.95
Chai Tea Latte,Venti,NA,2%,NA,591,310,6,3,0.2,25,150,56,0,53,10,0.15,0.02,0.3,0.02,120,310,4.95
Chai Tea Latte,Venti,NA,Whole,NA,591,340,9,5,0.3,30,135,56,0,53,10,0.15,0,0.3,0.02,120,310,4.95
Chai Tea Latte,Venti,NA,Soy,NA,591,280,4.5,0.5,0,0,115,51,1,46,8,0.1,0,0.3,0.15,120,310,4.95
Chai Tea Latte,Venti,NA,Coconut,NA,591,260,6,6,0,0,120,52,0,48,1,0,0,0,0.02,120,310,4.95
Iced Chai Tea Latte,Tall,NA,Nonfat,NA,354,150,0.2,0.1,0,5,75,33,0,31,6,0.1,0,0.2,0.02,70,180,4.25
Iced Chai Tea Latte,Tall,NA,2%,NA,354,180,3,1.5,0.1,10,80,33,0,31,5,0.08,0,0.15,0.02,70,180,4.25
Iced Chai Tea Latte,Tall,NA,Whole,NA,354,190,5,3,0.1,15,75,33,0,31,5,0.08,0,0.15,0.02,70,180,4.25
Iced Chai Tea Latte,Tall,NA,Soy,NA,354,160,2.5,0.3,0,0,70,30,1,27,5,0.06,0,0.2,0.08,70,180,4.25
Iced Chai Tea Latte,Tall,NA,Coconut,NA,354,150,3.5,3,0,0,70,31,0,29,1,0,0,0,0.02,70,180,4.25
Iced Chai Tea Latte,Grande,NA,Nonfat,NA,473,200,0.2,0.1,0,5,100,44,0,42,8,0.15,0,0.25,0.02,95,240,4.75
Iced Chai Tea Latte,Grande,NA,2%,NA,473,240,4,2,0.1,15,110,44,0,42,7,0.1,0,0.25,0.02,95,240,4.75
Iced Chai Tea Latte,Grande,NA,Whole,NA,473,260,7,4,0.2,20,105,44,0,42,7,0.1,0,0.2,0.02,95,240,4.75
Iced Chai Tea Latte,Grande,NA,Soy,NA,473,220,3.5,0.4,0,0,90,41,1,37,6,0.08,0,0.25,0.1,95,240,4.75
Iced Chai Tea Latte,Grande,NA,Coconut,NA,473,200,4.5,4.5,0,0,95,41,0,38,1,0,0,0,0.02,95,240,4.75
Iced Chai Tea Latte,Venti,NA,Nonfat,NA,709,300,0.3,0.2,0,5,140,65,0,62,11,0.2,0,0.35,0.02,145,350,4.95
Iced Chai Tea Latte,Venti,NA,2%,NA,709,350,6,3,0.2,25,160,65,0,61,10,0.15,0.02,0.35,0.02,145,350,4.95
Iced Chai Tea Latte,Venti,NA,Whole,NA,709,380,9,5,0.3,30,140,65,0,61,10,0.15,0,0.3,0.02,145,350,4.95
Iced Chai Tea Latte,Venti,NA,Soy,NA,709,320,4.5,0.5,0,0,130,60,1,55,9,0.1,0,0.35,0.15,145,350,4.95
Iced Chai Tea Latte,Venti,NA,Coconut,NA,709,300,6,6,0,0,135,61,0,57,1,0,0,0.02,0.02,145,350,4.95
Iced Green Tea,Tall,NA,NA,NA,354,60,0,0,0,0,5,15,0,15,0,0,0,0,0,20-25,0,2.45
Iced Green Tea,Grande,NA,NA,NA,473,80,0,0,0,0,10,20,0,20,0,0,0,0,0,25-30,0,2.95
Iced Green Tea,Venti,NA,NA,NA,709,120,0,0,0,0,15,30,0,30,0,0,0,0.02,0,40-45,0,3.25
Iced Green Tea,Trenta,NA,NA,NA,887,140,0,0,0,0,20,35,0,34,0,0,0,0.02,0,50-55,0,3.65
Iced Green Tea Lemonade,Tall,NA,NA,NA,354,90,0,0,0,0,5,24,0,24,0.1,0,0.1,0,0,20-25,35,2.95
Iced Green Tea Lemonade,Grande,NA,NA,NA,473,120,0,0,0,0,5,32,0,32,0.1,0,0.15,0,0,25-30,50,3.45
Iced Green Tea Lemonade,Venti,NA,NA,NA,709,190,0,0,0,0,10,48,0,47,0.1,0,0.2,0.02,0,40-45,70,3.95
Iced Green Tea Lemonade,Trenta,NA,NA,NA,887,220,0,0,0,0,10,58,0,57,0.1,0,0.25,0.02,0,50-55,90,4.45
Jade Citrus Mint Brewed Tea,Short,NA,NA,NA,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25,0,2.35
Jade Citrus Mint Brewed Tea,Tall,NA,NA,NA,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16-25,0,2.45
Jade Citrus Mint Brewed Tea,Grande,NA,NA,NA,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+,0,2.75
Jade Citrus Mint Brewed Tea,Venti,NA,NA,NA,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40+,0,2.95
Blended Strawberry Lemonade,Tall,NA,NA,NA,354,160,0.1,0,0,0,120,40,0,39,0.2,0,0.15,0.02,0.02,0,130,3.45
Blended Strawberry Lemonade,Grande,NA,NA,NA,473,200,0.1,0,0,0,160,52,1,50,0.3,0,0.2,0.02,0.04,0,190,3.95
Blended Strawberry Lemonade,Venti,NA,NA,NA,709,280,0.1,0,0,0,210,71,1,69,0.4,0,0.3,0.02,0.04,0,260,4.45
Caramel Apple Spice,Short,NA,NA,FALSE,236,140,0,0,0,0,10,35,0,33,0,0,0,0,0,0,220,2.85
Caramel Apple Spice,Short,NA,NA,TRUE,236,210,6,3.5,0.2,20,20,40,0,37,0.3,0.06,0,0,0,0,220,2.85
Caramel Apple Spice,Tall,NA,NA,FALSE,354,210,0,0,0,0,15,53,0,49,0,0,0,0,0,0,310,2.95
Caramel Apple Spice,Tall,NA,NA,TRUE,354,300,7,4.5,0.2,25,30,59,0,55,0.4,0.08,0,0.02,0,0,310,2.95
Caramel Apple Spice,Grande,NA,NA,FALSE,473,280,0,0,0,0,20,70,0,65,0,0,0,0,0,0,380,3.45
Caramel Apple Spice,Grande,NA,NA,TRUE,473,380,8,5,0.2,30,35,76,0,71,0.5,0.1,0,0.02,0,0,380,3.45
Caramel Apple Spice,Venti,NA,NA,FALSE,591,360,0,0,0,0,25,89,0,83,0,0,0,0,0,0,460,3.65
Caramel Apple Spice,Venti,NA,NA,TRUE,591,450,8,5,0.2,30,40,95,0,88,0.5,0.1,0,0.02,0,0,460,3.65
Hot Chocolate,Short,NA,Nonfat,FALSE,236,140,1.5,1,0,5,70,26,2,23,7,0.1,0,0.2,0.15,15,190,2.85
Hot Chocolate,Short,NA,Nonfat,TRUE,236,200,6,4,0.2,20,95,29,2,24,8,0.1,0.02,0.15,0.2,15,190,2.85
Hot Chocolate,Short,NA,2%,FALSE,236,170,4.5,3,0.1,15,80,26,2,22,7,0.1,0,0.2,0.15,15,190,2.85
Hot Chocolate,Short,NA,2%,TRUE,236,230,10,6,0.3,30,85,28,2,24,7,0.15,0,0.2,0.2,15,190,2.85
Hot Chocolate,Short,NA,Whole,FALSE,236,190,7,4,0.2,15,70,26,2,22,7,0.08,0,0.2,0.15,15,190,2.85
Hot Chocolate,Short,NA,Whole,TRUE,236,250,12,7,0.3,35,80,28,2,24,7,0.15,0,0.2,0.2,15,190,2.85
Hot Chocolate,Short,NA,Soy,FALSE,236,150,3.5,1,0,0,60,23,3,18,6,0.06,0,0.2,0.25,15,190,2.85
Hot Chocolate,Short,NA,Soy,TRUE,236,210,9,4.5,0.2,20,65,25,3,20,6,0.1,0,0.2,0.25,15,190,2.85
Hot Chocolate,Short,NA,Coconut,FALSE,236,140,5,4.5,0,0,70,23,2,20,2,0,0,0,0.15,15,190,2.85
Hot Chocolate,Short,NA,Coconut,TRUE,236,200,10,8,0.2,20,75,26,2,22,2,0.06,0,0.02,0.2,15,190,2.85
Hot Chocolate,Tall,NA,Nonfat,FALSE,354,210,2,1,0,5,110,37,3,32,11,0.15,0,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,Nonfat,TRUE,354,280,8,5,0.2,30,115,40,3,34,11,0.25,0,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,2%,FALSE,354,250,7,4.5,0.2,20,125,37,3,32,11,0.15,0,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,2%,TRUE,354,320,13,8,0.4,45,130,39,3,34,11,0.2,0.02,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,Whole,FALSE,354,280,10,6,0.3,25,110,37,3,32,10,0.1,0,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,Whole,TRUE,354,350,16,10,0.4,50,120,39,3,34,11,0.2,0,0.3,0.25,20,280,2.95
Hot Chocolate,Tall,NA,Soy,FALSE,354,220,6,1.5,0,0,95,32,4,25,9,0.1,0,0.3,0.4,20,280,2.95
Hot Chocolate,Tall,NA,Soy,TRUE,354,290,12,5,0.2,25,100,35,4,28,9,0.15,0,0.3,0.4,20,280,2.95
