NAME,SIZE,MILK,CALORIES,TOTAL_FAT_g,SATURATED_FAT_g,TRANS_FAT_g,CHOLESTEROL_mg,SODIUM_mg,TOTAL_CARB_g,DIETARY_FIBER_g,SUGAR_g,PROTEIN_g,CAFFEINE_mg,CALS,PRICE,CPD,RESTAURANT
White Chocolate Mocha,Grande,Soy,430,17,10,0.2,30,220,57,1,52,13,150,430,4.95,30.3030303,Starbucks
White Chocolate Mocha,Grande,Soy,430,17,10,0.2,30,220,57,1,52,13,150,NA,4.45,33.70786517,Starbucks
White Chocolate Mocha,Grande,Coconut,350,12,11,0,5,230,56,0,54,5,150,430,4.95,30.3030303,Starbucks
White Chocolate Mocha,Grande,Coconut,350,12,11,0,5,230,56,0,54,5,150,NA,4.45,33.70786517,Starbucks
White Chocolate Mocha,Grande,Coconut,420,19,15,0.2,30,230,58,0,56,6,150,430,4.95,30.3030303,Starbucks
White Chocolate Mocha,Grande,Coconut,420,19,15,0.2,30,230,58,0,56,6,150,NA,4.45,33.70786517,Starbucks
White Chocolate Mocha,Venti,Nonfat,440,7,6,0,15,300,77,0,74,18,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Nonfat,440,7,6,0,15,300,77,0,74,18,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Nonfat,510,14,10,0.2,40,300,79,0,76,19,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Nonfat,510,14,10,0.2,40,300,79,0,76,19,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,2%,500,15,10,0.2,35,320,76,0,74,18,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,2%,500,15,10,0.2,35,320,76,0,74,18,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,2%,580,22,14,0.4,65,320,78,0,75,19,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,2%,580,22,14,0.4,65,320,78,0,75,19,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Whole,550,20,13,0.4,45,300,76,0,74,18,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Whole,550,20,13,0.4,45,300,76,0,74,18,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Whole,620,27,17,0.5,70,310,78,0,75,18,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Whole,620,27,17,0.5,70,310,78,0,75,18,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Soy,460,13,6,0,5,270,69,1,64,16,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Soy,460,13,6,0,5,270,69,1,64,16,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Soy,530,20,11,0.2,30,280,71,1,65,16,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Soy,530,20,11,0.2,30,280,71,1,65,16,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Coconut,450,16,14,0,5,290,71,0,68,6,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Coconut,450,16,14,0,5,290,71,0,68,6,150,NA,4.75,31.57894737,Starbucks
White Chocolate Mocha,Venti,Coconut,520,23,18,0.2,30,300,73,0,70,7,150,530,5.45,27.52293578,Starbucks
White Chocolate Mocha,Venti,Coconut,520,23,18,0.2,30,300,73,0,70,7,150,NA,4.75,31.57894737,Starbucks
Iced White Chocolate Mocha,Tall,Nonfat,230,4.5,3.5,0,5,135,41,0,40,8,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Nonfat,310,12,8,0.2,35,150,43,0,41,8,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,2%,250,7,5,0.1,15,140,41,0,39,8,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,2%,330,15,10,0.3,45,150,43,0,41,8,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Whole,270,9,6,0.1,15,140,41,0,39,7,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Whole,350,17,11,0.4,45,150,43,0,41,8,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Soy,240,6,3.5,0,5,130,38,1,36,7,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Soy,320,14,9,0.2,35,140,41,1,38,7,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Coconut,230,7,6,0,5,135,39,0,37,3,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Tall,Coconut,310,15,11,0.2,35,140,41,0,39,4,75,310,4.65,16.12903226,Starbucks
Iced White Chocolate Mocha,Grande,Nonfat,310,6,4.5,0,10,170,54,0,52,10,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Nonfat,420,17,12,0.3,50,190,58,0,55,11,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,2%,330,9,6,0.1,20,180,54,0,52,10,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,2%,450,20,13,0.4,60,200,57,0,54,11,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Whole,350,11,8,0.2,20,180,54,0,52,10,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Whole,470,22,15,0.5,65,190,57,0,54,10,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Soy,320,8,5,0,5,170,51,1,48,9,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Soy,430,19,12,0.3,45,180,55,1,50,10,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Coconut,310,9,8,0,5,170,52,0,49,5,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Grande,Coconut,420,20,15,0.3,45,180,55,0,52,5,150,420,4.95,30.3030303,Starbucks
Iced White Chocolate Mocha,Venti,Nonfat,450,9,7,0,10,260,81,0,77,14,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Nonfat,570,20,14,0.3,55,270,84,0,80,15,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,2%,490,13,9,0.1,25,270,80,0,77,14,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,2%,600,24,16,0.5,65,280,84,0,79,15,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Whole,520,16,11,0.2,30,260,80,0,77,14,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Whole,630,27,18,0.5,70,270,84,0,79,15,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Soy,470,12,7,0,10,250,77,1,71,13,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Soy,580,23,14,0.3,50,260,80,1,74,14,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Coconut,450,13,12,0,10,250,77,0,73,7,225,560,5.65,39.82300885,Starbucks
Iced White Chocolate Mocha,Venti,Coconut,570,25,19,0.3,50,260,80,0,76,8,225,560,5.65,39.82300885,Starbucks
Iced Black Tea,Tall,NA,60,0,0,0,0,5,15,0,15,0,20,0,2.45,8.163265306,Starbucks
Iced Black Tea,Grande,NA,80,0,0,0,0,10,20,0,20,0,25,0,2.95,8.474576271,Starbucks
Iced Black Tea,Venti,NA,120,0,0,0,0,15,30,0,30,0,40,0,3.25,12.30769231,Starbucks
Iced Black Tea,Trenta,NA,140,0,0,0,0,20,35,0,34,0,50,0,3.65,13.69863014,Starbucks
Iced Black Tea Lemonade,Tall,NA,90,0,0,0,0,5,24,0,24,0.1,20,35,2.95,6.779661017,Starbucks
Iced Black Tea Lemonade,Grande,NA,120,0,0,0,0,5,32,0,32,0.1,25,50,3.45,7.246376812,Starbucks
Iced Black Tea Lemonade,Venti,NA,190,0,0,0,0,10,48,0,47,0.1,40,70,3.95,10.12658228,Starbucks
Iced Black Tea Lemonade,Trenta,NA,220,0,0,0,0,10,58,0,57,0.1,50,90,4.45,11.23595506,Starbucks
Chai Tea Latte,Short,Nonfat,100,0.1,0.1,0,0,50,22,0,21,4,50,120,3.85,12.98701299,Starbucks
Chai Tea Latte,Short,2%,120,2,1,0.1,10,55,22,0,21,4,50,120,3.85,12.98701299,Starbucks
Chai Tea Latte,Short,Whole,130,3.5,2,0.1,10,55,22,0,21,4,50,120,3.85,12.98701299,Starbucks
Chai Tea Latte,Short,Soy,110,1.5,0.2,0,0,45,20,0,18,3,50,120,3.85,12.98701299,Starbucks
Chai Tea Latte,Short,Coconut,100,2.5,2.5,0,0,50,21,0,19,1,50,120,3.85,12.98701299,Starbucks
Chai Tea Latte,Tall,Nonfat,160,0.2,0.1,0,5,80,34,0,32,6,70,190,3.95,17.72151899,Starbucks
Chai Tea Latte,Tall,2%,190,3.5,1.5,0.1,15,90,34,0,32,6,70,190,3.95,17.72151899,Starbucks
Chai Tea Latte,Tall,Whole,200,6,3,0.2,15,80,34,0,32,6,70,190,3.95,17.72151899,Starbucks
Chai Tea Latte,Tall,Soy,160,2.5,0.3,0,0,70,31,1,28,5,70,190,3.95,17.72151899,Starbucks
Chai Tea Latte,Tall,Coconut,160,3.5,3.5,0,0,75,31,0,29,1,70,190,3.95,17.72151899,Starbucks
Chai Tea Latte,Grande,Nonfat,210,0.2,0.1,0,5,105,45,0,43,8,95,240,4.65,20.43010753,Starbucks
Chai Tea Latte,Grande,2%,240,4.5,2,0.1,20,115,45,0,42,8,95,240,4.65,20.43010753,Starbucks
Chai Tea Latte,Grande,Whole,270,7,4,0.2,20,105,45,0,42,7,95,240,4.65,20.43010753,Starbucks
Chai Tea Latte,Grande,Soy,220,3.5,0.4,0,0,90,41,1,37,6,95,240,4.65,20.43010753,Starbucks
Chai Tea Latte,Grande,Coconut,210,4.5,4.5,0,0,95,41,0,39,1,95,240,4.65,20.43010753,Starbucks
Chai Tea Latte,Venti,Nonfat,260,0.3,0.2,0,5,135,57,0,54,10,120,310,4.95,24.24242424,Starbucks
Chai Tea Latte,Venti,2%,310,6,3,0.2,25,150,56,0,53,10,120,310,4.95,24.24242424,Starbucks
Chai Tea Latte,Venti,Whole,340,9,5,0.3,30,135,56,0,53,10,120,310,4.95,24.24242424,Starbucks
Chai Tea Latte,Venti,Soy,280,4.5,0.5,0,0,115,51,1,46,8,120,310,4.95,24.24242424,Starbucks
Chai Tea Latte,Venti,Coconut,260,6,6,0,0,120,52,0,48,1,120,310,4.95,24.24242424,Starbucks
Iced Chai Tea Latte,Tall,Nonfat,150,0.2,0.1,0,5,75,33,0,31,6,70,180,4.25,16.47058824,Starbucks
Iced Chai Tea Latte,Tall,2%,180,3,1.5,0.1,10,80,33,0,31,5,70,180,4.25,16.47058824,Starbucks
Iced Chai Tea Latte,Tall,Whole,190,5,3,0.1,15,75,33,0,31,5,70,180,4.25,16.47058824,Starbucks
Iced Chai Tea Latte,Tall,Soy,160,2.5,0.3,0,0,70,30,1,27,5,70,180,4.25,16.47058824,Starbucks
Iced Chai Tea Latte,Tall,Coconut,150,3.5,3,0,0,70,31,0,29,1,70,180,4.25,16.47058824,Starbucks
Iced Chai Tea Latte,Grande,Nonfat,200,0.2,0.1,0,5,100,44,0,42,8,95,240,4.75,20,Starbucks
Iced Chai Tea Latte,Grande,2%,240,4,2,0.1,15,110,44,0,42,7,95,240,4.75,20,Starbucks
Iced Chai Tea Latte,Grande,Whole,260,7,4,0.2,20,105,44,0,42,7,95,240,4.75,20,Starbucks
Iced Chai Tea Latte,Grande,Soy,220,3.5,0.4,0,0,90,41,1,37,6,95,240,4.75,20,Starbucks
Iced Chai Tea Latte,Grande,Coconut,200,4.5,4.5,0,0,95,41,0,38,1,95,240,4.75,20,Starbucks
Iced Chai Tea Latte,Venti,Nonfat,300,0.3,0.2,0,5,140,65,0,62,11,145,350,4.95,29.29292929,Starbucks
Iced Chai Tea Latte,Venti,2%,350,6,3,0.2,25,160,65,0,61,10,145,350,4.95,29.29292929,Starbucks
Iced Chai Tea Latte,Venti,Whole,380,9,5,0.3,30,140,65,0,61,10,145,350,4.95,29.29292929,Starbucks
Iced Chai Tea Latte,Venti,Soy,320,4.5,0.5,0,0,130,60,1,55,9,145,350,4.95,29.29292929,Starbucks
Iced Chai Tea Latte,Venti,Coconut,300,6,6,0,0,135,61,0,57,1,145,350,4.95,29.29292929,Starbucks
Iced Green Tea,Tall,NA,60,0,0,0,0,5,15,0,15,0,20,0,2.45,8.163265306,Starbucks
Iced Green Tea,Grande,NA,80,0,0,0,0,10,20,0,20,0,25,0,2.95,8.474576271,Starbucks
Iced Green Tea,Venti,NA,120,0,0,0,0,15,30,0,30,0,40,0,3.25,12.30769231,Starbucks
Iced Green Tea,Trenta,NA,140,0,0,0,0,20,35,0,34,0,50,0,3.65,13.69863014,Starbucks
Iced Green Tea Lemonade,Tall,NA,90,0,0,0,0,5,24,0,24,0.1,20,35,2.95,6.779661017,Starbucks
Iced Green Tea Lemonade,Grande,NA,120,0,0,0,0,5,32,0,32,0.1,25,50,3.45,7.246376812,Starbucks
Iced Green Tea Lemonade,Venti,NA,190,0,0,0,0,10,48,0,47,0.1,40,70,3.95,10.12658228,Starbucks
Iced Green Tea Lemonade,Trenta,NA,220,0,0,0,0,10,58,0,57,0.1,50,90,4.45,11.23595506,Starbucks
Jade Citrus Mint Brewed Tea,Short,NA,0,0,0,0,0,0,0,0,0,0,16,0,2.35,6.808510638,Starbucks
Jade Citrus Mint Brewed Tea,Tall,NA,0,0,0,0,0,0,0,0,0,0,16,0,2.45,6.530612245,Starbucks
Jade Citrus Mint Brewed Tea,Grande,NA,0,0,0,0,0,0,0,0,0,0,40,0,2.75,14.54545455,Starbucks
Jade Citrus Mint Brewed Tea,Venti,NA,0,0,0,0,0,0,0,0,0,0,40,0,2.95,13.55932203,Starbucks
Blended Strawberry Lemonade,Tall,NA,160,0.1,0,0,0,120,40,0,39,0.2,0,130,3.45,0,Starbucks
Blended Strawberry Lemonade,Grande,NA,200,0.1,0,0,0,160,52,1,50,0.3,0,190,3.95,0,Starbucks
Blended Strawberry Lemonade,Venti,NA,280,0.1,0,0,0,210,71,1,69,0.4,0,260,4.45,0,Starbucks
Caramel Apple Spice,Short,NA,140,0,0,0,0,10,35,0,33,0,0,220,2.85,0,Starbucks
Caramel Apple Spice,Short,NA,210,6,3.5,0.2,20,20,40,0,37,0.3,0,220,2.85,0,Starbucks
Caramel Apple Spice,Tall,NA,210,0,0,0,0,15,53,0,49,0,0,310,2.95,0,Starbucks
Caramel Apple Spice,Tall,NA,300,7,4.5,0.2,25,30,59,0,55,0.4,0,310,2.95,0,Starbucks
Caramel Apple Spice,Grande,NA,280,0,0,0,0,20,70,0,65,0,0,380,3.45,0,Starbucks
Caramel Apple Spice,Grande,NA,380,8,5,0.2,30,35,76,0,71,0.5,0,380,3.45,0,Starbucks
Caramel Apple Spice,Venti,NA,360,0,0,0,0,25,89,0,83,0,0,460,3.65,0,Starbucks
Caramel Apple Spice,Venti,NA,450,8,5,0.2,30,40,95,0,88,0.5,0,460,3.65,0,Starbucks
Hot Chocolate,Short,Nonfat,140,1.5,1,0,5,70,26,2,23,7,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Nonfat,200,6,4,0.2,20,95,29,2,24,8,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,2%,170,4.5,3,0.1,15,80,26,2,22,7,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,2%,230,10,6,0.3,30,85,28,2,24,7,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Whole,190,7,4,0.2,15,70,26,2,22,7,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Whole,250,12,7,0.3,35,80,28,2,24,7,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Soy,150,3.5,1,0,0,60,23,3,18,6,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Soy,210,9,4.5,0.2,20,65,25,3,20,6,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Coconut,140,5,4.5,0,0,70,23,2,20,2,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Short,Coconut,200,10,8,0.2,20,75,26,2,22,2,15,190,2.85,5.263157895,Starbucks
Hot Chocolate,Tall,Nonfat,210,2,1,0,5,110,37,3,32,11,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Nonfat,280,8,5,0.2,30,115,40,3,34,11,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,2%,250,7,4.5,0.2,20,125,37,3,32,11,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,2%,320,13,8,0.4,45,130,39,3,34,11,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Whole,280,10,6,0.3,25,110,37,3,32,10,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Whole,350,16,10,0.4,50,120,39,3,34,11,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Soy,220,6,1.5,0,0,95,32,4,25,9,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Soy,290,12,5,0.2,25,100,35,4,28,9,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Coconut,210,8,7,0,0,110,33,3,28,3,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Tall,Coconut,280,14,10,0.2,25,115,36,3,31,3,20,280,2.95,6.779661017,Starbucks
Hot Chocolate,Grande,Nonfat,270,2.5,1.5,0,5,140,47,4,41,14,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Nonfat,350,10,6,0.2,35,150,51,4,43,15,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,2%,320,9,6,0.3,25,160,47,4,41,14,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,2%,400,16,10,0.5,55,170,50,4,43,14,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Whole,360,13,8,0.3,35,150,47,4,41,13,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Whole,440,20,12,0.5,60,150,50,4,43,14,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Soy,280,8,2,0,0,125,41,5,32,12,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Soy,360,15,7,0.2,25,130,44,5,35,12,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Coconut,270,10,9,0,0,140,42,4,35,4,25,370,3.45,7.246376812,Starbucks
Hot Chocolate,Grande,Coconut,350,17,13,0.2,25,150,46,4,38,4,30,370,3.45,8.695652174,Starbucks
Hot Chocolate,Venti,Nonfat,350,3.5,2,0,10,180,63,5,55,18,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Nonfat,430,10,6,0.2,35,190,66,5,58,18,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,2%,420,11,7,0.4,35,200,62,5,55,17,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,2%,500,19,12,0.5,60,210,66,5,57,18,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Whole,470,17,10,0.4,45,190,62,5,55,17,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Whole,550,24,14,0.5,70,190,66,5,57,17,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Soy,370,9,2.5,0,0,160,55,7,44,15,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Soy,450,17,7,0.2,25,170,58,7,46,15,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Coconut,360,13,11,0,0,180,57,5,48,4,35,450,3.65,9.589041096,Starbucks
Hot Chocolate,Venti,Coconut,430,20,15,0.2,25,190,60,5,51,5,35,450,3.65,9.589041096,Starbucks
Lemonade,Kids,NA,80,0,0,0,0,0,21,0,21,0.1,0,80,1.95,0,Starbucks
Lemonade,Tall,NA,80,0,0,0,0,0,21,0,21,0.1,0,80,3.15,0,Starbucks
Lemonade,Grande,NA,110,0,0,0,0,1,29,0,29,0.2,0,120,3.25,0,Starbucks
Lemonade,Venti,NA,150,0,0,0,0,1,41,0,41,0.2,0,160,3.55,0,Starbucks
Lemonade,Trenta,NA,180,0,0,0,0,1,49,0,49,0.3,0,200,4.45,0,Starbucks
Steamed Apple Juice,Short,NA,120,0,0,0,0,10,30,0,27,0,0,120,2.35,0,Starbucks
Steamed Apple Juice,Tall,NA,170,0,0,0,0,15,44,0,39,0,0,170,2.45,0,Starbucks
Steamed Apple Juice,Grande,NA,220,0,0,0,0,20,55,0,50,0,0,220,2.65,0,Starbucks
Steamed Apple Juice,Venti,NA,280,0,0,0,0,25,69,0,62,0,0,280,2.95,0,Starbucks
Steamed Milk,Kids,Nonfat,70,0.2,0.1,0,5,85,10,0,10,7,0,100,1.95,0,Starbucks
Steamed Milk,Kids,2%,100,4,2,0.1,15,95,10,0,10,7,0,100,1.95,0,Starbucks
Steamed Milk,Kids,Whole,120,7,4,0.2,20,90,10,0,10,6,0,100,1.95,0,Starbucks
Steamed Milk,Kids,Soy,80,3,0.4,0,0,75,6,1,5,5,0,100,1.95,0,Starbucks
Steamed Milk,Kids,Coconut,70,5,4.5,0,0,85,7,0,7,0.5,0,100,1.95,0,Starbucks
Steamed Milk,Short,Nonfat,70,0.2,0.1,0,5,85,10,0,10,7,0,100,2.35,0,Starbucks
Steamed Milk,Short,2%,100,4,2,0.1,15,95,10,0,10,7,0,100,2.35,0,Starbucks
Steamed Milk,Short,Whole,120,7,4,0.2,20,90,10,0,10,6,0,100,2.35,0,Starbucks
Steamed Milk,Short,Soy,80,3,0.4,0,0,75,6,1,5,5,0,100,2.35,0,Starbucks
Steamed Milk,Short,Coconut,70,5,4.5,0,0,85,7,0,7,0.5,0,100,2.35,0,Starbucks
Steamed Milk,Tall,Nonfat,110,0.2,0.2,0,5,130,15,0,15,10,0,160,2.45,0,Starbucks
Steamed Milk,Tall,2%,160,6,3,0.2,25,150,15,0,15,10,0,160,2.45,0,Starbucks
Steamed Milk,Tall,Whole,190,10,6,0.3,30,135,15,0,15,10,0,160,2.45,0,Starbucks
Steamed Milk,Tall,Soy,120,4.5,0.5,0,0,110,9,1,7,8,0,160,2.45,0,Starbucks
Steamed Milk,Tall,Coconut,110,7,7,0,0,130,11,0,11,1,0,160,2.45,0,Starbucks
Steamed Milk,Grande,Nonfat,140,0.3,0.2,0,10,170,20,0,20,14,0,200,2.65,0,Starbucks
Steamed Milk,Grande,2%,200,8,4,0.2,30,190,19,0,19,13,0,200,2.65,0,Starbucks
Steamed Milk,Grande,Whole,250,13,8,0.4,40,170,19,0,19,13,0,200,2.65,0,Starbucks
Steamed Milk,Grande,Soy,150,6,1,0,0,150,12,2,9,11,0,200,2.65,0,Starbucks
Steamed Milk,Grande,Coconut,150,9,9,0,0,170,15,0,14,1,0,200,2.65,0,Starbucks
Steamed Milk,Venti,Nonfat,170,0.4,0.3,0,10,220,25,0,25,17,0,260,2.95,0,Starbucks
Steamed Milk,Venti,2%,260,10,5,0.3,40,240,25,0,25,17,0,260,2.95,0,Starbucks
Steamed Milk,Venti,Whole,310,17,10,0.5,50,220,25,0,25,16,0,260,2.95,0,Starbucks
Steamed Milk,Venti,Soy,200,8,1,0,0,190,16,2,12,14,0,260,2.95,0,Starbucks
Steamed Milk,Venti,Coconut,180,12,11,0,0,220,18,0,17,1,0,260,2.95,0,Starbucks
White Hot Chocolate,Short,Nonfat,180,3,2.5,0,5,125,31,0,30,8,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Nonfat,230,8,6,0.2,25,130,32,0,32,8,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,2%,210,6,4,0.1,15,135,30,0,30,8,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,2%,260,11,7,0.3,35,140,32,0,31,8,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Whole,220,8,5,0.2,20,125,30,0,30,7,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Whole,280,14,9,0.3,40,130,32,0,31,8,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Soy,190,5,2.5,0,5,115,27,1,26,6,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Soy,240,11,6,0.2,20,120,29,1,27,7,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Coconut,180,7,6,0,5,125,28,0,28,2,0,240,3.35,0,Starbucks
White Hot Chocolate,Short,Coconut,230,12,9,0.2,20,130,30,0,29,3,0,240,3.35,0,Starbucks
White Hot Chocolate,Tall,Nonfat,270,4.5,3.5,0,10,190,46,0,46,12,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Nonfat,330,11,7,0.2,30,200,48,0,47,12,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,2%,310,9,6,0.2,25,200,46,0,46,12,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,2%,370,16,10,0.3,45,210,48,0,47,12,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Whole,340,13,8,0.3,30,190,46,0,46,11,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Whole,400,19,12,0.4,55,200,48,0,47,11,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Soy,280,8,4,0,5,180,41,1,39,10,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Soy,340,14,8,0.2,25,180,43,1,40,10,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Coconut,270,10,9,0,5,190,42,0,42,3,0,350,3.45,0,Starbucks
White Hot Chocolate,Tall,Coconut,330,16,13,0.2,25,190,44,0,43,4,0,350,3.45,0,Starbucks
White Hot Chocolate,Grande,Nonfat,360,6,5,0,10,250,61,0,61,15,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Nonfat,430,13,9,0.2,40,260,63,0,62,16,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,2%,410,12,8,0.2,30,270,61,0,60,15,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,2%,480,19,12,0.4,60,270,63,0,62,15,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Whole,450,17,11,0.3,40,250,61,0,60,15,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Whole,520,24,15,0.5,65,260,63,0,62,15,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Soy,370,11,5,0,5,230,55,1,52,13,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Soy,440,18,10,0.2,30,240,57,1,53,13,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Coconut,360,13,12,0,5,250,56,0,55,5,0,440,3.95,0,Starbucks
White Hot Chocolate,Grande,Coconut,430,20,16,0.2,30,250,58,0,57,5,0,440,3.95,0,Starbucks
White Hot Chocolate,Venti,Nonfat,450,7,6,0,15,320,77,0,77,20,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,Nonfat,520,14,10,0.2,40,320,79,0,78,20,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,2%,520,16,10,0.3,40,340,76,0,76,19,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,2%,590,23,15,0.5,65,350,78,0,78,20,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,Whole,570,21,14,0.4,50,320,76,0,76,19,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,Whole,640,28,18,0.5,75,330,78,0,78,19,0,540,4.15,0,Starbucks
White Hot Chocolate,Venti,Soy,470,14,7,0,5,290,69,2,65,16,0,540,4.15,0,Starbucks
